mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
804	java.net.SocketOptions	0.44728196	0.07483948	-0.004784072	0.5908383	0.107928775	0.206007	-0.44308588	-0.22474898	-0.7447815	-0.29554993	-0.543701	-0.19170532	-0.46258008	-0.49672693	-0.09699374	-0.23806846	-0.07065598	0.3943308	0.2223954	1.125158	0.09913727	1.2707996	0.022433262	-0.679634	-0.5210277	0.37157962	-0.5524166	-0.11134153	-0.16346729	0.27540597	0.1794693	-0.21097013	26
805	java.net.SocketOutputStream	0.6101742	-0.51078296	0.015185162	0.025106516	-0.22269507	-0.54347646	-0.22113372	0.6127171	0.059589192	0.038968496	-0.112239026	0.10476925	-0.14310955	-0.28773385	-0.53891057	-0.56288576	-0.23619114	-0.017943306	0.2927117	0.8606245	0.37759444	0.40508434	0.0635762	-0.12755692	-0.43627736	-0.87173253	-0.6051233	-0.41526434	0.03619783	0.13729458	-0.13103363	0.4008666	26
806	java.net.SocketPermission	-0.1226144	-0.052144926	0.10143826	0.3153108	0.035971694	-0.17770414	0.91052413	0.30262282	-0.63281864	0.04082765	0.43374127	-0.35746205	-0.052046616	0.46831852	-0.46905297	-0.60003114	0.038299616	0.35071313	-0.04123609	0.19074363	0.12993684	0.38427633	-0.44385427	-0.36215392	-0.2799308	-0.009679172	-0.38628662	-0.09037592	0.37873662	0.054154903	0.014470492	0.41623756	26
807	java.net.SocketPermissionCollection	-0.15120211	-0.31365496	0.36086056	0.3266705	0.24593589	-0.20270735	0.9188753	0.22537135	-0.5737189	0.29399934	0.53822345	-0.053482853	0.10935386	0.59083194	-0.42494118	-0.5182595	0.0801419	0.38746688	-0.10980068	0.3279309	0.1957638	0.35411826	-0.2513609	-0.60031766	-0.2516252	0.34005058	-0.22859003	-0.18534794	0.21512358	-0.093257025	0.15396252	0.18361108	26
808	java.net.SocketTimeoutException	-0.46105528	0.08773379	0.16977027	0.5279786	-0.403911	0.090023495	0.23074615	-0.04714471	-0.045420375	0.05524637	0.1385096	0.49082637	-0.05298938	-0.2979991	-0.34590292	-0.24992709	-0.13390185	0.13899669	-0.05125228	0.26857364	0.11695776	0.33845484	0.64578044	-0.44371575	-0.26087758	-0.20202246	-0.36629188	0.052327912	0.49166647	-0.05211119	0.10923319	-0.007929673	26
809	java.net.SocksConsts	0.9383456	-0.21025021	-0.3015879	0.12916602	0.33401918	-0.6679404	-0.16262694	0.42567608	-0.34381276	0.19479147	-0.49632725	-0.29507366	-0.30425748	0.15457521	-0.56190294	-0.43117234	-1.0390196	0.5709106	0.012357813	0.79138094	-0.102749035	1.4625223	-0.3015181	-0.12419738	-0.5305233	-0.98329294	-0.8219306	-0.37166578	-0.16451447	-0.25812703	0.12982231	0.43922818	26
810	java.net.SocksSocketImpl	0.5583289	-0.10054213	-0.19370553	0.08012173	0.2399822	-0.3831297	-0.1764139	0.2695585	-0.18722641	0.28025362	-0.40469247	-0.22545204	-0.23038015	-0.01030299	-0.2993095	-0.4142697	-0.6718662	0.272265	0.2136958	0.8230956	0.16634308	1.1297967	-0.36258546	-0.29258454	-0.41853356	-0.67066944	-0.6328355	-0.2674129	-0.35759714	-0.2111191	0.06973734	0.37161696	26
811	java.net.URI	0.09833852	-0.4807366	0.04666776	0.97373104	0.27757272	0.05248636	0.5060826	-0.34856355	-0.59842515	-0.18205653	0.08241062	-0.750796	-0.014409771	-1.0730681	-1.0443112	-0.18497692	0.5158793	-0.52443033	-0.38168296	0.21931022	0.17655309	-0.00071410503	0.10655033	-0.70276845	-0.074495986	-0.6681142	-0.3653046	-0.49550927	-0.102405526	-0.018290563	0.03590957	0.44565222	26
812	java.net.URISyntaxException	-0.17746478	0.28156218	0.25579637	0.51713055	-0.21317172	0.06851325	0.13444188	0.088408574	-0.10589177	0.29820305	-0.2486426	0.11519929	0.058816366	-0.5677545	-0.14635438	-0.11108669	-0.5039246	0.24659589	0.098018244	0.028202489	-0.20091769	0.5845274	0.18927498	-0.27588543	-0.3502879	-0.07787207	-0.4901504	0.07674259	0.4612462	-0.14338966	0.14064814	0.09989293	26
813	java.net.URL	-0.10435529	-0.45086038	-0.024085486	1.5660646	0.38768846	0.24279793	0.8614361	-0.07648767	-0.031315483	-0.34607518	0.45406646	-0.16818911	0.30953035	-0.58348405	-0.29912844	-0.3381528	0.27432862	-0.46234944	0.43699276	0.532609	-0.32771182	0.31320027	0.17558931	-0.046831604	0.0010668891	0.16082552	-0.804898	-0.6451534	-0.71036524	0.4115588	-0.15368026	0.03494481	26
814	java.net.URLClassLoader	-0.33738965	-0.5269166	-0.09555644	0.8612232	0.45568654	-0.1660751	0.77656746	0.3561636	0.08236552	-0.121242605	0.33030856	0.23547274	0.23706526	-0.11800433	-0.56100994	-0.11948959	0.020587072	-0.22433971	0.7021179	0.7314178	0.09168057	0.47831956	0.23052146	-0.15619794	-0.2304905	0.72993445	-0.5542994	-0.5794292	-0.46173912	0.09309079	0.2743769	0.05019	26
815	java.net.URLConnection	0.059152447	0.009098886	-0.16839868	0.8886619	-0.55647403	0.01747231	0.6061571	0.25067386	-0.64456123	0.5279183	0.50469303	-0.2162007	0.14770037	-0.39672124	-0.22827888	-0.3256144	0.63656116	-0.4187919	-0.13865727	0.2833871	-0.13875489	0.20068368	0.035608523	-0.6517848	-0.011062962	0.5706495	-1.0645243	-0.54149044	-0.2803928	0.121239565	0.22904642	0.87084484	26
816	java.net.URLDecoder	0.03453081	0.19010445	0.19230267	0.29778945	-0.16039933	-0.30426404	0.12880884	0.14955674	-0.10399476	0.0724459	-0.11900332	-0.28810027	0.17137869	-0.11184866	-0.13183291	-0.17391677	-0.23264453	-0.0073802248	-0.07819591	0.37029183	0.22503713	0.4471414	0.09322551	-0.4838046	-0.03758026	0.22286063	-0.33270508	0.039409783	0.022328008	-0.30915484	0.09661888	-0.03249851	26
817	java.net.URLEncoder	-0.14482833	0.13254607	0.12237295	0.1825424	-0.15207385	-0.3594517	0.5450304	-0.029837374	-0.44596854	-0.071584724	-0.014202827	0.0009670054	-0.13646746	0.023294289	-0.016870162	-0.19329266	-0.19283716	0.05923139	0.018773513	0.057562638	0.23330355	0.5194202	0.07028795	-0.15146531	-0.34773117	0.19175233	-0.44511244	-0.18844527	0.17992584	-0.1520043	0.098184116	-0.006926535	26
818	java.net.URLStreamHandler	-0.25547472	-0.015370168	-0.0632112	1.2878009	0.101172395	-0.1523481	0.6035247	0.04450944	-0.022714611	-0.32895425	0.2044561	-0.155704	0.19294006	-0.43502027	-0.31845403	-0.37772363	0.118691534	0.058287133	0.4511263	0.29233992	0.1649062	0.23020893	0.33612084	0.01392322	-0.45486286	0.18292248	-0.42387363	-0.37623188	-0.5227726	0.11724054	0.17108385	-0.08091477	26
819	java.net.URLStreamHandlerFactory	-0.27002102	-0.3063055	-0.22343351	1.3069474	0.35171384	-0.23725493	0.7012465	-0.021275345	-0.046147533	-0.4075492	0.23133561	-0.011706627	0.3276692	-0.55313855	-0.5173518	-0.3356116	0.14288202	-0.04010318	0.6413503	0.7168097	0.03904593	0.32267365	0.33836728	-0.018702276	-0.39055037	0.5067786	-0.4304972	-0.4835155	-0.5911704	0.15706205	0.2585236	0.003624462	26
820	java.net.UnknownContentHandler	0.15007783	0.23902696	0.15843225	0.6696379	-0.42560756	0.047740392	0.24928375	0.10110969	-0.53585315	0.37130556	0.23658898	-0.4517758	0.22999185	-0.36900783	-0.2572682	-0.37666115	0.5037997	-0.0976666	-0.031105964	-0.18690835	0.053564414	0.4502853	0.046772975	-0.536093	-0.041398298	0.51920795	-0.69018364	-0.200279	0.01606817	0.18352798	0.22381291	0.6747495	26
821	java.net.UnknownHostException	-0.3286616	-0.064006194	0.071610354	0.24783339	-0.1595117	0.25892258	0.3258343	0.058113426	-0.24482755	0.13837941	-0.08186358	0.23375371	-0.01070102	-0.47812584	-0.20344464	-0.30881482	-0.19930582	0.11457707	-0.117085986	-0.041125428	-0.056027945	0.27285028	0.5210174	-0.38821337	-0.5919198	-0.38557538	-0.67491055	0.16794279	0.6733127	-0.24815579	0.098965704	0.031665385	26
822	java.net.UnknownServiceException	-0.35561505	-0.08325302	-0.07086424	0.42996463	-0.20643449	0.14451262	0.2346589	0.14664567	-0.29503208	0.00542527	0.022457097	0.41812393	0.16713022	-0.29371002	-0.3399011	-0.34296218	-0.30123442	0.08773316	-0.16684665	0.011628868	0.05490464	0.33411652	0.6712005	-0.46057433	-0.3591463	-0.3837386	-0.4462265	0.13390794	0.5569057	-0.06417352	-0.03925517	0.15124996	26
823	java.nio.Bits	-0.018832602	0.07368068	-0.08829773	0.25151446	-0.08336001	-0.36426422	0.26595846	0.07824022	-0.399317	-0.09825259	-0.08387875	0.027005864	-0.19025736	-0.2193421	-0.102409944	-0.0732968	0.08118123	0.15367317	-0.047528747	0.008110923	0.22603682	0.21299584	0.17124574	-0.6240959	-0.15704848	-0.019697946	-0.64767313	0.07264073	0.07333163	-0.22337809	-0.025162373	-0.1635265	27
824	java.nio.Buffer	-0.27786785	0.14005554	0.34498668	0.39580023	0.17512673	-1.011938	-0.19963269	-0.4729213	-0.7367731	0.053147104	0.47879395	0.056193784	-0.24029277	-0.43088046	-0.71951514	-0.05853466	-0.24961916	-0.2088609	0.12378678	-0.01406606	0.9296683	0.34467512	-0.021306437	0.2357207	-0.6417436	0.26637328	-0.9180786	0.6688995	-0.1994156	-0.43568477	-0.036765743	0.19484608	27
825	java.nio.BufferOverflowException	-0.5499346	-0.0013867312	-0.008169718	0.46118075	-0.23032612	-0.108726665	0.011843355	0.27899748	-0.04267715	0.12917903	-0.15051806	0.18214408	0.20449398	-0.6784691	-0.22198306	-0.36467236	-0.18698964	0.2597551	-0.16034937	0.33725187	0.1053606	0.53997165	0.49063846	-0.50451124	-0.015093262	-0.25545195	-0.16658442	0.049195915	0.34278685	0.107081406	0.25803953	0.06138557	27
826	java.nio.BufferUnderflowException	-0.50325346	0.051275484	0.16021323	0.49425596	-0.2977776	-0.095291674	0.007294122	0.27852777	0.027861115	0.13850313	0.036752287	0.34043542	0.15127294	-0.74566877	-0.28199148	-0.4001454	-0.105248384	0.35392863	0.009322315	0.13755022	0.30080098	0.44225967	0.39947692	-0.5385494	-0.036577854	-0.31713668	-0.21153657	0.09211573	0.38870752	0.05146163	0.27945358	-0.06617765	27
827	java.nio.ByteBuffer	0.656551	-0.0621529	-0.12730727	0.023518452	-9.499323e-06	-1.1431011	-0.3580921	-0.48505265	-0.09757227	-0.20235002	0.40998247	0.3093527	0.47826415	-0.5717113	-0.57133275	-0.7175643	-0.096317254	-0.58526057	-0.13148886	0.17822123	1.0412124	0.67884755	0.01422112	0.25575998	-0.34650028	0.1329329	-1.147097	0.20625246	0.510027	0.13654038	-0.11771832	0.56949365	27
828	java.nio.ByteBufferAsCharBufferB	-0.5146424	0.028126217	-0.31315058	0.010795625	0.17104022	-0.48196557	-0.08045551	-0.18755792	-0.81179684	-0.0094394125	0.33423913	0.11027553	0.11748122	-0.3999003	-0.65717995	0.31889376	-0.33024144	-0.27703142	0.016409732	0.16629565	1.007551	0.6731189	-0.09638151	0.036810465	-0.37344298	-0.04402387	-0.5891382	0.5135117	-0.16280147	-0.33793613	-0.4892861	0.14610597	27
829	java.nio.ByteBufferAsCharBufferL	-0.62333494	-0.24477777	-0.2900223	0.055280767	-0.2194896	-0.55269593	-0.13179882	-0.14636028	-0.9084545	0.20051081	0.29762045	-0.048324164	0.014404385	-0.38358212	-0.9175367	0.101443455	-0.42320693	-0.23623423	0.19924328	0.07831688	0.92301154	0.60518616	-0.03560455	0.25592574	-0.41137633	-0.019389877	-0.51141596	0.4672305	-0.015856706	-0.34662858	-0.55053073	-0.096314035	27
830	java.nio.ByteBufferAsCharBufferRB	-0.5545846	-0.18012857	-0.37263045	0.15795085	-0.080796026	-0.610848	-0.24421813	-0.20058961	-0.87054914	0.0817243	0.32531458	0.19750522	-0.068904825	-0.23438992	-0.74613273	0.1485396	-0.3284847	-0.12667884	0.21315189	0.052989382	0.9864282	0.653391	-0.066090606	0.019717246	-0.49218822	-0.24202295	-0.69272304	0.39471868	-0.1180662	-0.3557808	-0.4667993	0.075447	27
831	java.nio.ByteBufferAsCharBufferRL	-0.5048479	0.015696224	-0.40539604	0.060113627	-0.14765742	-0.61569345	-0.14782226	-0.06527494	-0.89090407	0.07813355	0.32253808	0.0012242927	0.16207737	-0.51474357	-0.89568204	0.15691291	-0.36677626	-0.1474429	0.09285012	0.0976123	0.9023662	0.590799	0.081447355	0.10839435	-0.29542243	0.113761775	-0.50574094	0.47157314	-0.13926479	-0.34795335	-0.5218514	-0.06415045	27
832	java.nio.ByteBufferAsDoubleBufferB	-0.1433411	0.2083411	0.2769621	0.45511892	0.044683628	-0.8745413	-0.27124363	-0.26003823	-0.61988455	-0.030092489	0.108353585	0.030739505	-0.1151816	-0.058953937	-0.8999835	-0.16709776	0.007659415	-0.14995936	0.072204664	0.15121332	0.56767327	0.0869991	0.25716704	0.14178479	-0.34535384	0.2562886	-0.89843965	0.13747086	0.3410806	-0.45362547	-0.05423099	0.028291412	27
833	java.nio.ByteBufferAsDoubleBufferL	-0.09731598	0.44527915	0.20265028	0.40372545	-0.010191288	-0.7712122	-0.25905696	-0.09551853	-0.25501475	-0.07661531	0.37666762	-0.008319229	-0.18436523	0.013175721	-0.9320866	0.035095926	-0.09360168	-0.11024628	0.10158131	0.07605458	0.5121877	0.12088042	0.24488054	0.0773684	-0.40038392	0.22799984	-1.2280864	0.36388272	0.21240652	-0.52093023	-0.0048551452	0.17795002	27
834	java.nio.ByteBufferAsDoubleBufferRB	-0.21541253	0.35406056	0.2890315	0.50055337	0.09108956	-0.8621902	-0.31468	-0.07122205	-0.580161	-0.05460743	0.09832896	-0.035448577	-0.12080448	-0.15735622	-0.8816198	-0.13470303	0.09970226	-0.09331343	0.13015983	0.030593848	0.46720177	0.044222467	0.27759007	0.152313	-0.24986507	0.18566944	-0.8867095	0.28481728	0.3789653	-0.3755038	-0.19402573	0.02402197	27
835	java.nio.ByteBufferAsDoubleBufferRL	-0.06561373	0.21827728	0.41954467	0.47530392	0.029974189	-0.7698569	-0.38304454	-0.10553434	-0.4533655	-0.25675347	0.3561965	-0.3817007	-0.17863545	-0.09520842	-0.8989195	-0.056716327	-0.07427295	-0.08993145	0.037302043	-0.028836904	0.4545246	0.21898742	0.22031179	0.025868481	-0.2775702	0.14033481	-0.9185971	0.4009328	0.069638304	-0.51050824	0.13120037	0.13899915	27
836	java.nio.ByteBufferAsFloatBufferB	-0.45083496	0.14606121	0.23547278	0.29000136	-0.10758587	-0.9603321	0.27565145	-0.3357045	-0.4082038	-0.0020402763	0.35796192	-0.38069203	-0.053045195	-0.17943048	-0.5724842	-0.1547648	-0.2505939	-0.20895973	-0.11195273	0.2801546	0.7757322	0.188417	0.29994005	0.3093543	-0.5885684	0.01345847	-0.62654054	0.5387785	-0.16220044	-0.23568128	0.48349634	0.2429861	27
837	java.nio.ByteBufferAsFloatBufferL	-0.32508662	0.22619905	0.24099518	0.32580906	0.008319444	-0.77385587	0.055918243	-0.16181377	-0.4141824	0.090015866	0.253197	-0.35526648	-0.3138875	-0.3963194	-0.40005538	-0.32041153	-0.105327934	-0.2919697	0.029975688	0.057129677	0.89886475	0.14565888	0.1240489	0.2006336	-0.55399317	0.0137423705	-0.66704524	0.404972	0.0005499507	-0.59941846	0.42605495	0.23366591	27
838	java.nio.ByteBufferAsFloatBufferRB	-0.5151329	0.21082601	0.18531324	0.14384253	0.1405268	-0.87874323	0.31461614	-0.44898888	-0.5229632	0.16957122	0.28757805	-0.31810117	0.030581668	-0.21495382	-0.50105673	-0.2615974	-0.33760712	-0.16384286	-0.15207349	0.38222504	0.7066557	0.10190358	0.21873578	0.33981767	-0.49824506	-0.0055063996	-0.76509076	0.49148637	-0.006903817	-0.15758947	0.51993835	0.2278804	27
839	java.nio.ByteBufferAsFloatBufferRL	-0.21170832	0.18057013	0.12843055	0.19670427	0.09756808	-0.7727574	0.08415256	-0.09458993	-0.53173447	0.06693701	0.3862012	-0.23687872	-0.20923656	-0.4690342	-0.51915145	-0.4540161	-0.29188278	-0.35728243	-0.0020987245	0.13662778	0.84722567	0.21416187	0.30906123	0.23879941	-0.64176935	0.052309625	-0.58539975	0.3693131	-0.06339245	-0.557582	0.51039404	0.12377192	27
840	java.nio.ByteBufferAsIntBufferB	-0.22403376	-0.081418715	0.68116117	0.3571678	0.5795734	-0.59330946	-0.081972696	-0.30044028	-0.6100531	0.12184117	0.10278959	0.3751486	-0.32805663	-0.5171804	-0.54904634	-0.085521124	-0.3316488	-0.09808383	0.23497328	-0.09881277	0.7369555	0.23810738	-0.12235061	0.13438615	-0.3202045	0.12891266	-0.8710916	0.23446243	-0.08816187	-0.20353465	0.21444039	-0.30988878	27
841	java.nio.ByteBufferAsIntBufferL	-0.13540152	-0.12906465	0.58266586	0.23847114	0.456456	-0.7751587	-0.068426445	-0.2861249	-0.55611914	0.07676815	0.13344961	0.25466114	-0.22874019	-0.22262791	-0.6829412	-0.18750058	-0.5771003	0.07671878	-0.08859626	-0.01658696	0.79668015	0.11296707	0.011760759	0.2200618	-0.5148986	-0.09777481	-0.8092145	0.27867317	0.27920303	-0.17706852	0.18534364	-0.2819491	27
842	java.nio.ByteBufferAsIntBufferRB	-0.33454415	0.15112734	0.68925625	0.43853396	0.4865403	-0.77513987	-0.23581435	-0.3775241	-0.749656	-0.18065809	0.05080102	0.30723712	-0.27179235	-0.46500957	-0.41834828	0.009385002	-0.19727547	-0.06346859	0.2358855	-0.20175189	0.7328055	0.3181685	-0.05192724	-0.060633276	-0.23809029	0.19990225	-0.8928172	0.18324043	-0.046987273	-0.13607553	0.19146463	-0.16671136	27
843	java.nio.ByteBufferAsIntBufferRL	-0.123301454	-0.112052165	0.46954077	0.20865843	0.4727272	-0.88895214	-0.009863289	-0.18477474	-0.5744668	0.015350624	0.09637702	0.11792975	-0.27555817	-0.26362234	-0.65884864	-0.008872876	-0.5866585	0.09729015	-0.17652065	-0.0711207	0.8129712	0.14118704	-0.043979194	0.07328972	-0.5010395	0.026486494	-0.7925973	0.37994602	0.09560897	-0.20974761	0.17282495	-0.36753997	27
844	java.nio.ByteBufferAsLongBufferB	-0.24912615	0.30312157	0.2823039	0.48449993	0.062350772	-0.8808918	-0.13884409	-0.30208856	-0.49362707	0.06652288	0.33782735	0.0058278614	-0.10950886	-0.56781054	-0.56262344	-0.16178861	-0.25784603	0.121354185	0.3748548	0.08931342	0.7865031	0.22123033	-0.108081475	0.08759995	-0.33933687	0.33121434	-0.5656256	0.3827761	-0.23668177	-0.35572344	0.20066532	0.1430546	27
845	java.nio.ByteBufferAsLongBufferL	-0.2520575	0.33530426	0.11670874	0.58432895	0.21878633	-0.7662338	-0.2833178	-0.3395858	-0.30311278	0.051624667	0.26487026	-0.14253405	0.034800023	-0.444487	-0.36317042	-0.24225804	-0.20513754	0.10498897	0.045758776	0.22013366	0.9341813	0.16967952	-0.033443682	0.08028271	-0.41696063	0.5509227	-0.73027015	0.46871492	-0.26363716	-0.48554993	0.19024563	0.1164493	27
846	java.nio.ByteBufferAsLongBufferRB	-0.21102692	0.4360773	0.16560939	0.35233602	0.037224703	-0.99404365	-0.092403404	-0.22435823	-0.42357314	0.17906944	0.33717406	-0.065288015	-0.13454612	-0.7158092	-0.5714676	-0.2588087	-0.32149532	0.09118872	0.26025146	0.19706123	0.7820729	0.26585907	-0.18701515	0.195893	-0.22597814	0.51837546	-0.5537875	0.41418362	-0.28609672	-0.3391108	0.19387981	0.26278076	27
847	java.nio.ByteBufferAsLongBufferRL	-0.38310182	0.4430082	0.26922122	0.54045355	0.19253127	-0.85299784	-0.17132132	-0.16783033	-0.38769636	-0.091567755	0.3310808	-0.088556215	-0.114337675	-0.42811787	-0.32140884	-0.06691393	-0.18584539	0.16799144	0.06414094	0.24956432	0.8655215	0.12592442	0.051954303	0.0865377	-0.43522564	0.6380687	-0.71615446	0.5616489	-0.23541747	-0.44970146	0.24694502	0.26702315	27
848	java.nio.ByteBufferAsShortBufferB	-0.27517045	0.5437158	0.36024716	0.37957093	-0.021420492	-0.60549444	-0.016302012	-0.57193285	-0.55671847	-0.12546699	0.52682346	0.09784933	0.027271759	-0.33816507	-0.46742868	-0.22823262	-0.084697336	-0.13510752	-0.13005133	0.07431017	0.7651464	0.046651658	0.09131597	-0.029536013	-0.07840267	0.051197506	-0.9454351	0.37088856	0.047629677	-0.45057026	0.0970449	0.042116538	27
849	java.nio.ByteBufferAsShortBufferL	-0.16813584	0.2592912	0.32390368	0.4181607	-0.12108858	-0.8960881	0.17267035	-0.31046543	-0.6093045	-0.045322925	0.5591829	0.08793303	-0.28183588	-0.37788275	-0.44457608	-0.49771115	-0.036299616	-0.120360345	0.14616603	0.021392873	0.6551367	-0.13285792	0.08609327	0.12840211	-0.3855828	-0.12005962	-0.76111716	0.48217726	0.10728326	-0.4574275	-0.019872084	-0.22143956	27
850	java.nio.ByteBufferAsShortBufferRB	-0.2214482	0.48754868	0.30711973	0.429324	0.021594329	-0.64485633	-0.11914621	-0.49997988	-0.558058	-0.17024606	0.5985748	0.035615366	-0.10509495	-0.49710593	-0.43447825	-0.3830033	0.036914885	-0.13315953	-0.016418425	0.11370587	0.81962514	-0.054222375	0.25536755	0.00023965914	-0.22857668	0.1401391	-0.9387345	0.3751768	0.11500322	-0.44510958	0.21145324	-0.073699266	27
851	java.nio.ByteBufferAsShortBufferRL	-0.19797435	0.21046825	0.31393147	0.33471513	-0.07219081	-0.82865494	0.19193393	-0.39792925	-0.5992829	-0.19618668	0.5652743	0.1425118	-0.23187207	-0.18988793	-0.30895418	-0.2097118	-0.16385923	-0.22070776	0.18318065	-0.015229951	0.6605641	-0.054836683	0.09216951	0.16401929	-0.43338457	-0.1456242	-0.9474941	0.6113178	0.06056832	-0.4083712	-0.18819922	-0.15956047	27
852	java.nio.ByteOrder	-0.27760205	0.18122452	0.44481477	0.3544292	0.07673733	-0.94607526	-0.25302374	-0.45163172	-0.7560479	0.15336919	0.4291159	0.056036714	-0.28092965	-0.46235406	-0.6957198	-0.055196922	-0.25478688	-0.24023019	0.04530182	0.044561043	0.87419635	0.2859992	-0.014989832	0.22971486	-0.69367933	0.29660454	-0.9724741	0.747768	-0.14180535	-0.44816953	-0.06397793	0.17758356	27
853	java.nio.CharBuffer	-0.1810726	-0.023415672	-0.3281624	-0.14906178	0.18741524	-0.9179362	0.00354504	-0.22680263	-0.607326	0.10551067	0.18400465	0.07252044	0.36545637	-0.53172565	-0.8265637	0.0967737	-0.65128344	-0.91122735	0.14105268	-0.14306694	1.0261843	1.0501118	-0.27551135	0.14202619	-0.40432966	-0.086893186	-0.6301297	0.018066956	0.13047467	-0.38638142	-0.7115244	0.21686253	27
854	java.nio.DirectByteBuffer	-0.06315769	0.26972827	0.37616095	0.26004428	0.28765056	-1.1160024	-0.14479692	-0.40398818	-0.1442046	-0.1389614	0.29619947	0.09100794	0.0831847	-0.5524696	-0.6920333	-0.46335986	-0.22895509	-0.55350244	0.16437338	0.004389292	0.9869668	0.52019614	-0.08395938	0.38001493	-0.51281774	0.14705305	-0.92809045	0.23217686	0.22070077	-0.21847387	-0.02391076	0.24385926	27
855	java.nio.DirectByteBufferR	0.0060338206	0.1627546	0.22856805	0.30223817	0.32675913	-1.1069086	-0.017278174	-0.48205867	-0.18346436	-0.15687013	0.1837311	0.058684696	0.11378875	-0.50478756	-0.9259448	-0.394075	-0.21671452	-0.43723696	0.14100221	-0.07198945	0.9478078	0.47263187	0.037695587	0.34647503	-0.44218543	0.11261917	-0.90644747	0.20619084	0.09116885	-0.09470598	0.0077901436	0.15812498	27
856	java.nio.DirectCharBufferRS	-0.44708255	-0.09919118	-0.26570597	0.1524609	0.057205837	-0.5762445	-0.11670575	-0.16830817	-0.6945819	0.05674924	0.44875216	0.0826438	-0.02025323	-0.22174552	-0.82229173	0.3763337	-0.45451486	-0.2213152	0.20197383	-0.030284634	0.92967314	0.74309117	-0.023259595	-0.015062449	-0.40934145	-0.15093452	-0.4958644	0.40288994	-0.18249562	-0.4438826	-0.31998035	0.19920109	27
857	java.nio.DirectCharBufferRU	-0.5245502	-0.029332073	-0.3714273	0.20161945	-0.007159341	-0.5841958	-0.2317157	-0.25760904	-0.8164693	0.07160626	0.3551395	0.032652415	-0.143709	-0.3501042	-0.76975894	0.13625035	-0.4819289	-0.35254508	0.18762186	-0.052534185	1.0102409	0.57760394	0.12764233	-0.088930935	-0.2607757	-0.08731012	-0.56406224	0.5023947	-0.18597335	-0.3605138	-0.487593	0.14646986	27
858	java.nio.DirectCharBufferS	-0.42989933	-0.18476717	-0.16146773	0.04071585	-0.13133499	-0.6562035	-0.16688238	-0.080262125	-0.68112403	0.09058462	0.4164403	0.013334175	0.062166877	-0.3026179	-0.81309915	0.4309653	-0.49477026	-0.27664977	0.20293517	-0.04156392	1.1241403	0.683959	-0.053241882	0.058980744	-0.35701624	-0.092337266	-0.5503864	0.36004	-0.23806573	-0.3560129	-0.33397153	0.18503979	27
859	java.nio.DirectCharBufferU	-0.44753617	-0.03369658	-0.5141701	0.07225426	0.06934925	-0.5567161	-0.22526276	-0.27736652	-0.9412485	0.05357425	0.25675753	0.03002763	-0.09813805	-0.3206774	-0.78734565	0.08088685	-0.5651581	-0.22660689	0.16663735	-0.067255236	0.8853103	0.6472139	0.06688962	-0.15637514	-0.40717414	-0.06864003	-0.6575433	0.37862134	-0.028396517	-0.2925216	-0.50565934	0.020471657	27
860	java.nio.DirectDoubleBufferRS	-0.13341859	0.18449976	0.2379793	0.5034797	0.20497638	-1.036643	-0.26084352	-0.19487266	-0.6349078	0.037821718	0.030667325	0.0076569906	-0.16818279	-0.28098816	-0.83192426	-0.07342912	-0.076804966	-0.036364265	0.015135024	-0.13586071	0.5285273	0.09455805	0.26677346	0.114046484	-0.14937033	0.093787685	-0.77955484	0.18579125	0.16435878	-0.5646573	-0.05591104	0.054129716	27
861	java.nio.DirectDoubleBufferRU	-0.26576933	0.28914887	0.28323293	0.378969	0.23300825	-0.92325205	-0.32571596	-0.20238353	-0.50518733	-0.02905245	0.17625622	0.0024074384	-0.25595403	-0.044324517	-0.74305856	-0.122731484	-0.0573187	-0.069914944	0.03495665	0.053400625	0.28811902	0.31954965	0.19382904	0.20557654	-0.27753642	0.071130954	-1.14087	0.32891148	0.037761793	-0.46373132	-0.058369674	-0.03533586	27
862	java.nio.DirectDoubleBufferS	-0.23087424	0.22482112	0.29372647	0.47012386	0.23530145	-1.0197525	-0.1503218	-0.25499108	-0.6926247	-0.099244215	0.12212569	-0.13140698	-0.3138702	-0.1989581	-0.72840285	-0.0350816	-0.029052852	-0.0658359	0.061735135	-0.08438594	0.30996996	0.092327625	0.15153413	0.3347047	-0.22925963	0.08784835	-0.94395465	0.16473477	0.18694463	-0.5786485	-0.11515853	0.12907737	27
