mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
129	Matevž Kovačič	0.10919589	-1.0249747	0.40567645	-0.42157313	0.8399211	-0.18395668	-0.59270024	0.11784595	-0.4630032	-0.31187627	-0.23539229	-1.1687821	0.021942126	0.37151682	-0.37726137	-0.04036112	0.04578325	-0.10294838	-0.43838814	1.3000035	-0.25203857	0.35505635	-0.14252347	0.33903563	-0.55183935	-0.87747014	-0.7063882	-0.032174956	-0.47780633	-0.24961121	-0.42542776	-0.18737628	7
130	Slavko Može	-0.029010385	0.022490121	-0.018274888	0.029071666	0.0036133528	0.019975156	-0.023972444	-0.009812005	-0.029308863	0.030426793	-0.031095631	0.015814349	-0.023085184	0.01993949	0.002781555	-0.0084485635	-0.010656394	0.006045364	0.024445586	0.0076457933	0.0043768287	-0.013926655	0.00069887936	-0.0013104454	0.02379544	-0.014275506	-0.006153539	-0.013253182	0.011279412	0.009641036	0.025215194	-0.030005388	0
131	Aleš Jelovšek	-0.023201756	-0.25986668	-0.58242947	-0.34733406	-0.36819175	-0.8456852	-0.6577028	-0.2869479	0.12693578	-0.84686506	1.4005188	-0.31081092	0.26039118	0.49239427	-0.5487737	-0.94888407	0.15516138	0.3676632	0.28006256	0.91877335	-0.33040687	0.9899231	0.68282443	-0.06921552	0.4098658	0.0032237072	-0.46994668	-0.37758222	0.6931082	-0.16311856	-0.52736986	0.55087453	0
132	Bojana Lunar-Peček	0.8286396	-0.20683569	0.710748	-0.22613794	0.11314065	-0.9332666	-0.501445	1.4777074	-1.7731433	-0.10811702	1.185439	-0.24477701	-0.98935544	0.74045694	0.55763537	0.44447482	0.8342686	-0.018528888	-0.5512965	1.5143563	0.35884815	1.1879063	-0.35601643	-1.5007396	0.55746454	-1.3201779	-0.25572976	0.5713811	0.15331925	-1.10254	1.2790043	0.3165717	7
133	Ivo Ipšić	0.30392665	-0.4467356	0.24869262	-0.6118867	0.56304103	-0.6293857	0.051935527	1.0580868	-0.5178742	-0.06588955	0.5065874	-1.2896008	0.46494794	-0.1429978	-0.3990216	0.9643413	-1.2242427	0.7387769	0.28082776	0.92153686	0.31268743	0.22878903	-0.5844323	-0.18052535	0.09084907	-0.86481524	-1.1180907	0.3806736	0.4755686	-0.0073989993	0.23974994	0.893189	7
134	Polonca Blaznik	0.8299108	-0.70315886	-0.011263241	-0.6170601	0.36299387	-0.4543064	-0.43425032	0.39862558	-0.20045328	-0.053148706	0.9244219	-0.10241617	0.24251032	0.4712217	-1.0989361	-1.2826068	0.37851775	0.8137539	0.48850787	0.30980268	0.66580635	0.32432938	-0.13839966	-0.5529886	0.4398934	-0.07756113	-1.280695	-0.13283524	0.11011527	0.22230287	-0.6865699	0.12036286	1
135	Gabrijela Dreo	0.47943696	-0.38401693	-0.77118313	-0.071966305	1.4500825	0.27962863	0.76180774	0.78416735	-0.48603344	-0.2947432	1.2484534	0.10528268	-0.11155385	1.0516433	0.85205066	-0.44721186	-0.6299247	0.39155364	-0.05279377	0.22907542	0.07204227	0.12555641	-0.116085656	-0.7163587	-1.0626559	0.14298739	-0.7610369	-0.76588124	0.15879609	-0.8527619	-0.012554721	0.23477975	1
136	Andreja Zaveršek	0.34198916	0.18792312	-0.585795	0.068118386	-0.0018107733	-0.59477496	0.29020032	1.1019951	-0.017142737	-0.29581702	1.0092659	-0.77012706	1.2469875	0.74054635	0.9650858	-0.020625804	0.13290976	0.5079441	-0.33739907	1.0678649	0.096420534	0.25344318	0.13974944	0.69513685	-0.22942418	-0.23609142	-0.4185107	-0.7769044	0.6358106	-0.49210578	0.95308423	-0.18553746	0
137	Aleksandra Krumpak	0.32446295	-0.3251642	-1.3601879	-0.1911771	-0.12491162	-0.5504192	-0.5452194	0.5541287	-0.32222816	-0.26151133	-0.011066233	0.18888642	-0.0055436785	0.68641436	0.5177192	-0.086204804	-0.6005596	0.30564338	-1.4249463	1.0341343	0.26754212	1.6043102	-0.41215795	-0.52286255	0.52069145	-1.4787095	-1.1034985	0.7333221	0.9274329	-0.36655632	-0.55104536	-0.5655438	7
138	Anto Jurković	0.024739176	0.011646435	-0.028662048	-0.029012263	0.008353822	-0.00069018453	0.029288694	-0.0130247995	-0.008157104	-0.014988206	-0.0070072785	0.015829824	-0.021763891	0.0059199184	-0.023147829	0.01907105	0.0043381974	-0.0017141104	-0.029413179	-0.0016769916	-0.024050169	-0.003783688	0.0032987967	0.000723429	-0.027702913	-0.029835232	0.003854692	-0.026948944	0.0058462024	-0.02298545	0.02450043	0.005345024	0
139	Barbara Koroušić-Seljak	0.5756901	-0.6738052	-0.15500489	-0.88191235	0.4451829	-0.45119736	-0.3230157	0.7292931	0.050431453	-0.017034194	0.6862985	-0.7792947	-0.060343478	0.8002952	-0.94224864	-1.0528768	0.38304847	0.46476784	-0.16140032	0.11970444	0.4816749	0.5091721	-0.16179147	0.020986553	0.6336621	0.20301159	-1.5045881	0.228526	0.10352735	0.07090318	-0.6459148	0.14472082	1
140	Peter Krošelj	-0.029142968	0.030863553	-0.00514812	-0.014826827	-0.017698608	-0.0015488043	-0.028455809	0.0029633865	-0.009612188	0.019121401	0.016027838	0.027044356	-0.02826228	-0.013860144	0.0044318438	0.002803892	-0.011993535	0.029190697	-0.012755983	-0.022824205	-0.009449057	0.011662379	0.012036346	0.0075068995	0.023493558	0.010940105	0.018099755	0.017801479	-0.028506413	0.027550869	-0.004806593	-0.016414307	3
141	Božo Urh	-0.620892	-0.6101139	-0.3254033	0.30740926	0.30183586	-0.24932815	-1.0227895	0.07540272	0.08223017	-0.3382975	-0.07963331	-0.34493494	0.50747097	0.47607732	-0.00018739869	-0.12568963	-0.3393241	0.45518208	-0.5091379	1.0013726	-0.041717395	0.65694577	0.580759	-0.5088609	0.47655344	-0.71776694	-0.36686477	0.1925054	0.54515606	-0.6615794	-0.26397476	0.043094274	5
142	Dejan Leskovšek	-0.019595392	-0.0031075254	-0.009213872	-0.0230079	0.005277224	-0.02320961	-0.008913584	-0.021169811	-0.012866162	0.023775399	0.013033308	0.014853492	-0.013398632	0.011191405	0.005625911	-0.0029832944	-0.027569517	0.016879633	-0.0151577145	-0.009788185	-0.016728848	-0.023458593	-0.006993495	-0.0062134713	0.010062687	0.012483828	-0.018235207	0.011666641	-0.009045303	0.03031966	0.014563568	0.007461779	5
143	Marjan Heričko	0.23342142	-0.24665888	-0.6503812	-0.22043681	0.6602318	-0.774843	0.38419738	0.22216223	0.02344693	-0.061392184	0.9809052	-0.39923096	0.85997605	0.36386997	0.534916	-0.3387533	-0.19868574	0.26228082	0.048004255	0.45585838	-0.635974	0.5532088	-0.27197462	-0.09939716	0.20496799	0.09846668	0.14558189	-0.63105404	1.1287556	-0.76846755	0.88838345	0.03160579	3
144	Heri Špička	0.030379973	0.007269889	0.0231447	0.020459585	0.00095410645	0.0046161115	-0.026316464	-0.0065620914	-0.022505261	0.0052169263	-0.006718762	0.025389664	-0.025701046	-0.018139616	-0.011464976	-0.0045557916	-0.016738236	0.012788862	-0.0140104	-0.0004904941	-0.0019089654	-0.029529676	0.02016455	-0.012004405	-0.025853254	-0.0070162043	-0.014256455	0.0013280064	0.014107868	-0.004750453	-0.0038682	0.012399867	1
145	Denis Trček	0.16765566	-0.2910428	-0.021518482	0.3456463	0.29861638	-1.136117	-1.2760128	-0.09355565	-0.26157966	0.07462586	0.90867954	-0.10838297	0.13239571	1.4626654	-1.0346353	-0.18165167	-0.009852137	0.22705719	0.23698351	0.7146336	-0.2254457	1.5316306	-0.72559583	-0.18263769	0.15341239	0.31853583	-0.3696937	0.19207567	0.05715942	-0.35224822	0.26895007	0.36339444	5
146	Robert Vilhar	-0.016437255	-0.025791697	-0.0013534874	-0.02039203	-0.0041424558	-0.030684844	0.001283735	-0.02180522	0.027101211	0.020290345	0.00026033074	0.0046339408	-0.024290763	-0.004096009	-0.012336269	-0.008916415	0.02537474	-0.024286188	0.017877854	-0.0030448511	-0.025956556	-0.014629237	0.023074202	0.020775601	0.014311664	0.015419081	0.018588461	0.01654803	-0.01422479	0.028000467	-0.023963697	0.029414862	0
147	Aleš Šuntar	1.2480824	0.52863634	0.12808338	-1.1529864	0.6018866	-1.8498595	-0.2161555	1.5904787	-1.6828377	0.5250478	1.2616938	-0.99393535	0.2947839	-0.86638457	0.27476668	-0.96842915	0.255569	-0.8399571	-1.391008	0.8801703	0.17443721	2.18193	-0.98826563	-0.47219807	0.032318823	0.07668447	-0.7632573	-0.691444	1.0796877	-0.6900375	0.71902066	0.3844455	5
148	Tomo Rugelj	-0.4807562	-1.8472753	0.7914518	-0.8081841	0.22505952	-0.9068126	0.30674344	1.7553717	-0.7989526	0.05398423	1.6842227	-0.055913333	-0.7254304	2.1646836	0.040774602	0.21114813	0.18558863	1.166472	-0.21100813	2.3854184	-0.16042897	1.1247215	-1.561863	-1.8725439	-0.31895226	-1.8552533	0.4646631	0.33582336	0.4318057	0.6509938	-0.103283845	-0.27829897	5
149	Sašo Džeroski	-0.2716502	-0.21688853	-0.14575316	-0.20419544	0.6785428	-0.82747656	-0.04001678	0.5282736	0.2870568	0.0090028085	0.021988653	-0.9426958	0.15861659	0.65470713	-0.70974576	-0.34159997	-0.43419194	0.40308553	-0.08431558	0.84375256	0.17843334	0.7817254	0.44899026	-0.47916552	0.33973786	-0.4401675	-0.8116991	0.18542671	-0.058153566	-0.055656277	-0.90348846	-0.3670997	7
150	Jelena Ficzko	1.4397111	-0.48747614	-0.46333444	-0.92409694	0.8819128	-0.82614964	0.06138539	0.7929483	-0.5077382	0.60928214	0.45240432	0.7637725	-0.6379446	0.49597907	0.09281813	1.0235556	0.5102199	-0.576129	0.14250861	1.7990854	0.43816924	0.8682297	0.12536006	-0.3314764	-0.6589803	-0.059003346	-0.983408	-0.049115494	0.6422887	0.14217663	-0.1355148	-0.08765259	1
151	Aleš Jaklič	1.3212451	-1.2119417	0.20412073	-0.32321253	-0.25274524	-0.68680406	-0.5530353	0.41177785	-0.7074627	-0.8530418	-0.22931598	-1.2058492	-0.3981366	0.22286792	-0.4380228	-0.21618263	-0.39057603	0.009436934	-0.60557336	0.68995583	0.31798998	0.35448495	-0.02167548	-0.04822291	-1.2319748	-0.98529834	-0.45562106	-0.17534032	0.4628908	-0.23218338	0.2795504	-0.20916885	7
152	Marjan Mernik	-0.07464592	-0.72697806	-0.3627348	0.57875305	1.1260262	0.30392668	0.13692325	0.50949115	-0.51408476	-0.3089801	1.4667007	-0.3958556	-0.1171383	0.24449404	0.49377427	-0.44112244	-0.2674333	0.6507344	0.1743788	0.021359373	0.004246337	0.20002384	-0.13173795	0.002411436	-0.37890002	-0.38282073	-0.3176212	-0.3039249	0.31931245	-0.6021101	0.12336841	-0.62434834	1
153	Branislav Šmitek	0.38944888	-0.7156456	-0.71207005	-0.11502801	0.295226	0.16569607	-0.40091312	-0.28400004	-0.17066182	0.0627709	0.4445783	0.095464766	-0.1137545	0.3318255	-0.08938575	-0.5962633	1.1266323	-0.0018824008	0.5350922	1.7451674	-0.022241542	1.2250121	0.6868926	-1.9876887	0.71343005	-1.8057599	-0.48174533	0.12171915	1.2038949	-0.6363597	0.05435526	-0.34458423	5
154	Damijana Keržič	-0.011239201	-0.013373606	-0.023922227	-0.012744732	-0.00093464553	0.027254894	-0.006664224	0.007586129	0.010099731	0.018639952	-0.006446235	0.00966315	0.020772949	-0.023210727	0.018310227	-0.029772863	-0.0056051165	-0.009879857	0.010449298	0.0036272854	-0.0024392977	0.011338174	0.02312629	0.018659659	-0.028796226	-0.008880623	-0.009601198	0.028455652	0.011003993	0.005107291	0.018851086	-0.008239925	5
155	Romana Vajde Horvat	0.057456754	-0.06803321	-0.32869193	-0.31423572	0.28046903	-0.44134703	0.64126533	0.36674505	0.23253675	-0.5250506	0.9491346	-0.5623535	0.055888414	0.8216915	0.31335336	0.026093114	-0.07803806	0.49098018	0.09711585	0.9299528	-0.3115869	0.3003743	0.12361762	0.07065218	0.5092077	0.17862639	-0.2912074	-0.5940242	0.8115693	-0.50861496	1.0337765	-0.32659137	3
156	Niko Čižek	0.16935933	-0.21633404	-0.91522896	0.038360737	1.5141753	0.17221552	0.44239867	0.80212724	-0.42567074	-0.20922737	0.89945114	0.37168893	-0.37602147	0.8216238	0.71481735	-0.5791521	-0.43867326	0.52630067	0.03579512	-0.005121002	0.34946933	0.36098287	-0.057564955	-0.7272823	-0.81094694	-0.14620872	-0.5938572	-0.8827858	0.18590689	-0.9990964	-0.09146925	0.40448993	1
157	Miran Kokol	0.7845604	-0.18850967	0.78071845	-0.22970305	0.16505218	-0.9521276	-0.48501575	1.4990417	-1.81583	-0.087591775	1.1816845	-0.2519544	-0.9933386	0.7154174	0.58005923	0.44842017	0.78529185	-0.024541179	-0.5632227	1.502698	0.3092074	1.2403234	-0.3656699	-1.4711734	0.53552777	-1.3173224	-0.25786084	0.5839337	0.18615313	-1.0829589	1.304409	0.31902596	7
158	Boris Ahlin	-0.018448457	0.017545938	0.0067779496	-0.026811369	-0.018208876	-0.0123751685	0.02271568	-0.02970177	-0.0025654584	0.00064315647	-0.005952224	0.0074408427	0.020648628	0.029875763	-0.021277048	-0.013408527	-0.029958278	0.006091602	-0.011618376	0.030704334	0.018548831	0.010722481	0.030192167	0.021495722	-0.024295308	0.0282707	0.020143777	-0.028885603	0.02346959	0.0067961514	-0.005806029	0.00047323853	5
159	Filip Samo Balan	-0.09613989	-0.19665417	-1.2191188	-0.697689	1.0447257	0.3653804	-0.14432208	1.1711049	-1.3154601	-0.435606	0.9467335	0.41205776	0.5170016	1.6756688	-0.093824506	-0.42916572	-0.5238057	-0.36485678	-0.25403556	0.63121516	-0.07167056	0.35593718	0.52926093	-1.2799273	-0.80480033	-0.90457803	-0.0029493696	-0.013521219	0.26450932	-0.4192093	0.8580956	-0.46012712	1
160	Viljem Križman	-0.33669004	-0.50555575	-0.07721594	0.15632008	0.94886976	-0.71057385	0.34248555	0.28749678	-0.41984224	-0.0065292516	0.28413883	-0.40832046	-0.11149539	0.29268795	-0.30487245	-0.39312202	-0.18346848	0.19219871	0.29031897	0.7927172	0.5499293	0.7453247	0.8229616	-0.25761616	-0.14359067	-0.5454439	-0.9757658	0.6381561	-0.20805034	0.17394538	-0.3771795	0.010519796	7
161	Tone Ljubič	0.093640245	-0.7024417	-0.48927477	0.35478565	0.22921054	0.08101658	-0.4954959	-0.466387	-0.16006179	-0.64563817	0.16831341	0.084564246	0.83687377	0.35501155	-0.24473612	-0.17671773	-0.080903865	0.34141988	0.11271655	0.91621196	0.23011011	1.016951	0.7306035	-1.4425547	0.24634488	-1.2965777	-0.6211726	-0.10658863	1.0060031	-0.724826	-0.26741093	0.31245106	5
162	Borut Hribovšek	-0.6242913	-1.005945	-0.23839651	0.15322842	0.5549247	-0.5687678	0.23483309	0.33868232	0.00494213	-0.2380478	0.6799248	-0.8669396	-0.04680439	0.0054402538	-0.13049011	-0.2668358	0.3437346	0.2767362	0.07762446	1.058157	0.037846424	0.9225504	0.6408235	-0.019240294	-0.31086075	-0.16788496	-0.4452678	0.68995225	0.49065638	0.12934873	-0.44698113	0.49274024	7
163	Borut Korenjak	-0.8937483	-0.7027194	-0.16516216	0.06265294	0.70036227	-0.9373195	0.058289096	0.47914064	-0.8135663	0.50421226	0.3116279	-0.4583401	-0.5279535	0.44217324	-0.21091793	-0.7022289	-0.192678	0.10867342	0.40088078	0.97069407	0.65337825	0.93183947	0.8630252	-0.4553347	-0.23031564	-0.7969023	-1.1571386	0.71912855	-0.04031502	0.49623573	-0.25928327	-0.33521345	3
164	Aleš Dobnikar	0.112064295	-0.6783209	-0.12037432	-0.18072008	0.24017666	-1.2321339	-0.17833202	0.4167323	0.08279816	0.7945906	0.61522394	-0.84215194	0.06605797	0.121039994	0.4143935	0.043160312	0.12134574	-0.056606743	0.20096207	0.6794971	0.16771527	0.49094918	0.8432449	-0.46374872	-0.5211195	0.00295727	-0.81014013	0.37413946	0.35742465	-0.81207436	-1.1215386	1.1293442	5
165	Simon Dobrišek	0.06988383	-0.15268534	0.2768771	-0.750617	0.74889153	-0.7584699	-0.020679606	0.9624142	0.122173354	0.19155131	0.729546	-0.7643402	0.42507958	-0.16877836	-0.8150965	0.41975927	-1.0558093	0.29914668	-0.06347387	0.7372346	0.4772083	0.053990968	-0.15870656	-0.36520708	0.0019991423	-0.8066442	-1.1666149	0.118760906	0.37719983	-0.17261323	0.051911112	1.021034	7
166	Bojan Slemnik	0.027435489	0.00065121055	0.0084773	0.008472569	0.013671085	-0.00039555877	0.01463528	-0.003139466	0.00979235	0.027175032	-0.0042706877	0.0010007322	-0.0048003197	-0.0039995685	0.008969352	-0.028249815	0.018866993	-0.016467765	-0.016352952	0.02151309	-0.005722545	-0.027155928	-0.013067462	-0.018504724	0.005507767	0.023379281	0.017346464	0.024152368	0.025586419	-0.0025470778	-0.026004486	0.010458544	3
167	Zoran Svetec	-0.025241703	0.01843173	0.0076647997	0.019758001	0.024331346	0.010665961	-0.007277362	-0.0068307146	-0.007430181	0.006244518	0.0052704215	0.025191315	0.019444853	0.016155683	0.019953407	0.0038651973	-0.01879584	-0.01623135	0.01654347	0.023844212	-0.0039356053	0.0012042522	0.028988644	-0.017639913	0.018927805	-0.009403624	-0.02992858	-0.007125102	0.013732307	0.005351253	0.019525446	-0.030089445	5
168	Mitja Debeljak	0.12765479	-0.08959297	-0.9719959	-0.34383383	1.1635942	-0.17358819	0.5576821	0.48029554	-0.4987133	-0.15178499	1.2600169	0.0040771775	0.07346923	0.85075146	0.5180275	-0.09919961	-0.22189702	0.59986365	-0.015411947	0.15124616	-0.84703887	-0.06381478	-0.19343673	-0.3300271	-0.6432133	-0.6161002	-0.48352933	-0.85048413	0.12942371	-0.55619127	0.0734006	-0.25885072	5
169	Igor Benko	-0.017166428	-0.028096922	-0.008388907	-0.012824014	-0.013506368	-0.013135321	-0.01406879	-0.013297357	-0.014460102	0.0015866458	-0.026399747	0.003898032	0.02621954	-0.0071782395	0.02513177	-0.011125155	-0.028649904	0.001475513	-0.030184262	0.014378868	0.030893773	-0.029219389	0.020039663	0.020358443	-0.0010427833	-0.02297286	-0.00024451315	0.025400147	-0.030137874	-0.00045791268	-0.025232673	0.0040159523	0
170	Dejan Dinevski	-0.28940445	-0.24560556	-0.5943419	-0.44415292	0.7632784	0.27553025	-0.4236168	0.09208964	-0.07175722	-0.26936537	1.0317285	0.28346905	0.24200006	0.8398959	0.49205428	-0.24988782	-0.41569626	0.33520427	-0.26145232	0.24569142	-0.25970793	0.56102407	0.4450755	-1.1335484	0.17270687	-0.7567714	0.28042325	-0.4149075	0.44225806	-0.6329763	0.010088164	-0.75773484	5
171	Drago Torkar	-0.04032229	-0.649304	-0.19018582	-0.6193114	0.101207495	-0.57179946	0.2952959	0.80343145	0.06539714	0.42692608	0.549773	-0.41120437	0.44308835	0.80368197	-1.4430658	-0.019073034	-0.6434084	0.171434	-0.034274038	0.4177067	0.41277662	-0.09870887	-0.220711	-0.68281496	0.23270309	-0.45731673	-1.0653956	-0.03832968	0.086372994	-0.04839072	-0.8673517	0.44080436	5
172	Matija Drobnič	-0.87190294	-0.818047	-0.34485832	-0.03204697	0.50275344	-0.9400764	0.3953153	0.45987323	-0.654296	0.28054592	0.38161218	-0.7325522	-0.6077579	0.22216521	-0.24318334	-0.56853646	-0.07149164	0.17352538	0.48951724	1.1861112	0.23661047	1.0151868	0.9338686	-0.2602235	-0.20317854	-0.63319814	-0.6577839	0.7425172	0.020884143	0.17475943	-0.62592596	-0.04596832	7
173	Anton Biasizzo	-0.09496047	-0.4196623	0.06146412	-0.4871552	-0.14631552	-1.0462737	-0.26326045	-0.09738776	-0.32650116	-0.25139692	1.2328638	-0.531712	0.47104913	0.31623623	-0.3521635	-0.5492317	0.21734451	-0.32090923	-0.3897259	0.5053996	-0.3405622	0.1315582	-0.038329296	-0.79143995	0.2830524	-0.18176745	-1.2887192	-0.17401461	-0.28051478	-0.74322015	-1.2526317	0.5386645	1
174	Tomaž Kolmanič	0.5148098	-0.24968082	0.26694304	-0.44355875	0.8529643	0.26651964	0.42195955	0.11870049	-0.27543104	-1.0774237	1.554101	-0.4379282	0.7240885	0.9439955	0.7059154	0.16182025	0.39220464	0.06854037	-0.9818044	0.35350737	-0.2547221	0.2881121	-0.15468332	-0.39835668	-0.3724942	-0.28824598	-0.094850935	-0.9047776	0.45950183	-1.5539007	0.8646583	-0.016167112	7
175	Jerneja Žganec Gros	0.027031433	-0.45490065	0.42990735	-0.87562454	0.586501	-0.7217307	0.14071047	0.8062839	-0.06645037	-0.18762529	0.35691756	-1.02723	0.006024027	-0.113336064	-0.046812262	0.72115254	-0.93972176	0.92461437	-0.1900924	0.92981464	0.5684092	0.035822384	-0.0012087359	0.057460513	-0.17134354	-0.40713337	-0.71720374	0.04797356	0.4495864	-0.3464321	0.46231928	0.74576616	7
176	Matjaž Ivačič	0.028587162	0.02437643	-0.02855838	0.008768253	0.027082667	0.02677808	-0.01919949	0.0061449036	-0.030088142	-0.025416158	0.02219455	-0.0083248615	0.0033454075	-0.007703565	0.016593263	0.0037929341	0.00398127	-0.0282778	0.02945695	0.01086656	0.0042417496	0.030905902	0.031095736	-0.009144962	7.554889e-05	0.013453379	0.005171545	0.022994272	0.0050690994	-0.01299461	-0.012156285	0.009873629	5
177	Natalija Trstenjak	0.3443084	-0.15408903	-0.83826065	-0.20716065	1.145707	0.08473963	0.57443714	0.52992946	-0.58850676	0.00023205194	1.1368823	0.03132069	-0.33815634	0.75555784	0.43632987	-0.5235352	0.0031589605	0.1954489	-0.048969284	-0.126638	0.47101292	-0.22507611	-0.4185382	-0.97609043	-0.84826624	-0.02329351	-1.0678828	-1.0061417	0.0065667727	-0.80573887	-0.17160133	0.285092	3
178	Danica Dolničar	0.70954007	0.0087848045	-1.2181729	-0.4486568	-0.017762095	-0.17204615	-1.0586598	0.810978	-0.3211484	-0.3215582	0.05305241	-0.10439908	-0.06226414	0.030472988	0.4913269	-0.08529125	-0.38908944	0.17566822	-1.36069	0.59666353	0.509479	1.7017225	-0.74613553	-0.76365745	0.2106821	-1.4964614	-1.3889519	0.6787134	1.2401446	-0.7148077	-0.12162498	-0.36073226	1
179	Aleš Musar	0.55635333	-0.3075719	-1.4359354	-0.2917373	-0.13728718	-0.73087037	-0.6167105	0.71192986	-0.2017539	-0.15223652	0.2676551	0.20330352	0.01880743	0.5926343	0.65121126	0.13048384	-0.8949518	0.3314382	-1.4076682	0.89768726	0.5907139	1.8466588	-0.44227865	-0.73220855	0.4279737	-1.6449995	-1.3673271	0.75863594	1.1989526	-0.34085643	-0.19228217	-0.78220713	7
180	Miro Jeraj	0.1980353	-0.69424736	-0.5936612	0.21606483	0.2588105	0.14233445	-0.41672188	-0.37465617	-0.17461728	-0.44221956	0.012527894	-0.047702502	0.62510425	0.41637376	0.005496901	0.0013359144	0.24040751	0.5389716	0.20031692	1.0550125	0.19986644	0.986648	0.80226165	-1.5103097	0.4013855	-1.3917139	-0.6019118	-0.05047528	1.035388	-0.740129	-0.3225943	0.33918783	5
181	Polde Podlogar	0.31096542	-0.7199525	-0.88604033	0.044572182	0.47296306	0.29656073	-0.5410226	-0.42933157	-0.19850323	-0.24605526	0.61644274	0.10118256	0.06336064	0.5064907	0.078728974	-0.70375925	0.93813354	-0.273401	0.50179654	1.3264793	-0.26980284	1.2477424	0.39255553	-1.8763094	0.5705256	-1.7800808	-0.6143526	0.13960125	0.96117085	-0.6703824	0.014741969	0.19990054	1
182	Mladen Stanojević	0.012229264	0.01361873	-0.00036671013	0.023737803	0.012734406	-0.021681942	0.004069388	-0.030752458	0.01710742	-0.009178698	-0.009173185	-0.025285855	-0.00052186847	-0.0067365244	0.0005477667	-0.015343115	-0.017093584	0.012775764	0.014261916	-0.0034859106	0.0010630339	0.030851737	0.02552779	-0.028986089	0.010858662	-0.023263112	-0.02693379	-0.027269043	0.02878651	0.009949096	-0.022371195	-0.004726514	0
183	Bogomir Romih	0.07834883	-0.44076777	-1.0187862	-1.1077733	1.4178566	-1.5861408	-1.4693813	0.8972672	-0.5570145	1.0081053	0.9498031	-0.8861974	-1.1111429	-0.015922273	0.5050204	-0.8716306	-0.04574627	-0.01464066	0.5450002	2.49977	0.9087039	0.55564785	-0.67160356	-1.6357261	-0.5445644	-0.7735437	0.20528714	-1.9924594	1.5663878	0.19473891	0.40135196	1.5043027	7
184	Iztok Bitenc	0.114706606	-0.6380269	-0.43960214	-0.2914433	0.3261924	0.04874967	-0.48590752	-0.5197197	0.11155511	-0.07390276	0.61352074	-0.09504674	0.3632152	0.1295859	0.035847675	-0.6499957	-0.34883296	-0.14604078	0.19818208	1.0820358	-0.3961439	1.1954983	0.5424827	-1.1597983	0.27834728	-1.5499275	0.12906954	-0.1847973	0.67941487	-0.78400725	-0.28126636	-0.050795298	5
185	Borut Werber	0.21826953	-0.66808885	-0.5758968	-0.31307727	0.57433873	0.24646473	-0.65643996	-0.5910505	0.10290061	0.1715669	1.0476221	-0.022681573	0.05738901	0.42733297	0.4396642	-1.2049153	0.7272894	-0.32451725	0.08883162	1.2702383	-0.2892372	1.5799567	0.5644823	-1.3858402	0.5409905	-1.5277957	-0.04331967	-0.0045622434	1.0332069	-0.6474462	-0.20509866	-0.39349014	5
186	Pavle Popović	-0.02576004	0.009259306	-0.012242705	0.030832365	0.03115464	0.020024523	0.0026362762	0.0025695637	-0.030492194	0.0299493	0.02099529	-0.027871706	-0.020184986	0.016834669	-0.00094192475	-0.016482033	0.010569602	-0.029162541	0.020013005	0.008307293	0.009655036	0.024817713	0.008763619	-0.021709174	0.005291842	-0.008049414	-0.017462619	0.016800575	2.9578805e-05	-0.0012649149	-0.013744213	0.0052593276	7
187	Urban Jan	-0.0034275278	0.030026913	-0.028034829	-0.003553547	-0.016497597	-0.030552253	0.019625165	-0.0206265	0.022326745	0.009181999	-0.0067638084	0.03041517	0.021979548	-0.019453347	0.02067019	-0.026906408	-0.0022640377	-0.0032375902	0.020291656	0.0140101835	-0.0030917376	0.014034763	0.0034634992	-0.014807984	0.004602097	-0.01032269	0.012262434	0.008216761	0.022250108	-0.023602545	-0.013299853	0.019511245	0
188	Uroš Petric	0.024212494	-0.00053260475	-0.013855644	-0.0017468855	-0.011335395	-0.01993411	0.0041349754	-0.010670163	-0.023553178	0.017335966	0.008182399	-0.019158289	0.01345329	0.007773258	-0.010579795	0.015425138	-0.029588692	0.026881136	0.030779064	-0.02821666	-0.013277762	0.0025031045	-0.030515969	-0.025291726	-0.023740172	0.024157226	0.0038742945	0.028333277	0.01925192	-0.027756847	0.0028342232	-0.025048517	1
189	Rudi Panjtar	1.0797795	0.035472974	-1.7747499	-0.49876472	0.2930032	-1.8357221	-0.31512278	0.6534448	-2.009919	0.026267556	0.77450055	-0.3985593	1.1701534	0.57406974	0.5825505	-0.27199697	-0.5116403	-1.3881978	0.4916827	1.5805961	0.71781296	1.780917	-0.9057173	-0.3825515	-0.19300856	-0.5136003	-0.36991984	-0.77808	0.036872428	-0.833413	-0.6489261	-0.8684462	1
