mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
310	Andreja Pucihar	0.62142164	-0.26871207	-0.7330131	0.22100937	0.3389916	-1.3890892	-0.6799166	0.087719895	-0.48411256	0.30463055	1.4017595	-0.35894713	0.41338396	1.309247	-0.24917787	0.18358019	0.38978502	0.68773323	0.47384775	0.7065016	-0.37385646	1.2924929	-1.5721889	-0.38737565	0.6149091	0.5175044	0.13475266	-0.03206164	0.84415305	-1.1362199	0.99415165	0.1965199	5
311	Uroš Kač	0.229068	-0.83817464	-0.030541299	-0.4372564	0.16108264	-0.8153423	-0.23025897	0.10742541	-0.049668543	0.08501308	1.1386967	-0.56880814	0.0034094108	0.76442856	-0.62701946	-0.6914387	0.1251814	0.18587752	-0.1900781	0.23339097	0.037780635	-0.1492814	-0.23791882	-0.5114084	0.5130712	-0.19656187	-1.42344	-0.032567248	-0.10794067	-0.3030858	-1.1861172	0.2652786	1
312	Iztok Lapanja	1.8109413	-0.29118243	-0.5011746	-1.1767945	0.8127392	-0.50346094	-0.1690722	0.5215202	-1.3733429	0.8312662	0.5326016	0.92254096	-0.9500384	0.75963557	0.046486974	0.48755905	0.71683055	-0.06428239	-0.20597547	1.7277898	0.29808336	1.4888934	-0.36555943	-0.3563969	-0.83139485	-0.65583986	-0.7394813	-0.31787345	1.1000056	0.13958576	-0.36974698	0.35495272	1
313	Gregor Lenart	0.20715454	-0.15719934	-0.79379195	0.14132676	0.46749035	-0.95296323	-0.3210896	0.13450871	-0.3015815	0.075332664	1.1415566	-0.48071203	0.437184	1.1366732	0.035966333	0.17800644	0.18308446	0.66309416	0.26080072	0.6099213	-0.44006932	0.86718255	-1.5249299	-0.38887584	0.4806604	0.3583311	0.35360643	-0.49918085	0.76736236	-0.8836557	1.1354903	0.022014424	5
314	Arso Savanović	-0.102602035	0.021705661	-0.29319286	-0.81918573	0.9140447	-0.3452858	0.14447774	1.6908299	-2.2664278	0.31535646	1.4114671	-1.741734	0.9619061	0.51062405	-1.3370893	-0.5076651	0.6610548	-0.8521607	1.0160072	1.2784108	0.94889504	1.9438484	-1.1349381	0.17427169	0.42493388	-1.2461368	-0.1397481	-0.51726705	1.4637464	-0.25651798	0.41631687	-1.1635498	0
315	Milan Zorman	0.050532002	-0.5412205	-0.44593698	-0.17252666	0.3402639	0.084231414	0.20671673	0.792548	-0.38737494	0.018113274	1.5610397	-0.019666027	0.27268788	0.624449	0.15572481	0.022121226	-0.20965394	0.528761	0.042120766	-0.20747398	-0.5199005	0.49681187	0.29647556	-0.5194601	-0.07718664	-0.77335334	0.175613	-0.7971394	0.5555352	-1.0143367	0.14613524	-0.6787182	7
316	Robert Meolic	-0.04392694	-0.33791307	-1.1846688	-0.83913016	0.97453815	0.29334003	0.08923033	0.95419204	-1.1240914	-0.51026756	1.0360191	0.38356957	0.4494045	1.4906774	-0.05299886	-0.42737243	-0.41115233	-0.382115	0.07749248	0.64206856	-0.29002798	0.46301425	0.60982424	-1.2949624	-0.960969	-0.82796794	-0.0803059	0.19043401	0.12433304	-0.47549108	1.0970663	-0.31016675	1
317	Aleš Lavrič	-0.01337707	-0.019762412	-0.007199779	0.015033424	-0.021463104	0.008971237	-0.012139179	-0.0040793344	-0.02446106	-0.0046314374	-0.0149186775	-0.027261734	0.023240522	-0.020734131	0.027582675	0.021375127	-0.021267459	-0.011538506	0.010282159	-0.02432432	0.014385559	-0.016068235	0.0017779246	-0.016527638	-0.010928206	0.018643588	-0.0033263937	0.012115635	-0.028741486	-0.027143091	0.0013471991	0.019574866	5
318	Janja Jakončič-Faganel	0.12306505	-0.12051799	-0.7393261	-0.3778332	0.9362895	-0.01073041	-0.12508903	0.3085892	-0.187594	-0.21508917	0.78488106	0.5423933	0.27090442	1.1144992	0.7101255	-0.21730591	-0.32508138	0.7048055	0.046589315	0.1823263	-0.58831507	0.48387316	0.45536494	-0.6369128	-0.10636273	-1.0426766	-0.22056825	-0.8716798	0.45164055	-0.6403438	0.204219	-0.6165384	0
319	Aleš Živkovič	0.1674253	0.1874626	-0.5002837	0.0061116125	0.6249539	-0.83674943	0.55502754	0.7934283	0.04547257	-0.35901463	0.8045584	-0.62274903	0.82970834	0.44991216	0.41204327	0.20963144	-0.2640591	0.499098	-0.26250142	0.960835	-0.22295952	0.028489761	0.22880486	-0.07787621	0.24091926	0.051414497	-0.07115176	-0.8591297	1.1654562	-0.30237827	0.59486663	0.24478321	5
320	Boštjan Marušič	1.0281671	0.0551212	-2.2003095	-0.48120797	0.29519773	-1.84536	-0.30414614	0.6178998	-1.9756954	-0.09116518	0.7089185	-0.48339033	1.5859536	0.38306352	0.3697273	-0.109588645	-0.7397326	-1.2562968	-0.03804707	1.4764369	0.8959258	1.9857172	-0.812452	-0.82315826	-0.3906664	-0.39359888	-0.42508537	-1.1759033	-0.11888346	-1.0630093	-0.63014024	-0.5492801	2
321	Tomaž Degen	0.61771035	-0.64356637	-0.07909683	0.51041543	0.67501396	-0.24465363	-0.6020655	1.1879965	-0.89320534	-0.16275217	0.7092274	-0.055769976	-0.31966484	-0.036724146	-0.74077225	0.74931777	0.16543838	-0.17948376	0.32521015	1.6483164	0.27251232	0.75920784	-0.2901647	-0.54934245	-1.5464655	0.35349795	-1.1134523	-0.7856033	0.16228464	-0.53342855	0.15482873	-0.6054212	1
322	Tomaž Dobravec	1.0886703	-0.7378356	-0.29325485	-0.77305895	0.94615513	0.370716	-0.59732413	0.8994407	0.079786725	0.21720351	1.1180897	0.66565466	0.11565019	1.2285206	-0.6628221	-0.78234655	-0.22333759	0.70306784	0.22331797	1.0727577	0.041918088	0.30853903	-0.2885231	-0.20256244	0.15243633	0.30007413	-0.9317626	-0.5467436	-0.08242218	0.66251194	-0.62185526	0.32944533	3
323	Danijel Skočaj	0.7433298	-1.2831028	0.3695706	0.17464343	-0.21680981	-0.39430565	-0.9910666	0.5543143	-0.55792534	-0.555431	0.33265775	-0.95847034	0.13971749	0.079126686	-0.514735	-0.26058275	-0.58089435	-0.26250115	-0.25870374	1.3415159	0.09522943	0.30648965	-0.04054487	-0.21493469	-0.85174376	0.2465325	-0.26904532	-0.21099389	0.42943072	-0.36154875	0.17172287	-0.16523784	7
324	Aleš Smrdel	1.0981472	-1.1195024	-0.37233484	-0.91064364	-0.094632514	-0.6863911	-1.728808	0.55381185	-0.55292237	-0.56425905	0.13095807	-0.44479156	-0.09565261	0.29572794	-0.1733589	-0.143088	0.08553264	-0.083506495	-0.49035248	0.22959483	0.47320524	1.1072869	0.5218038	0.076337904	-1.283168	-1.9682674	-1.0608609	0.3889026	0.96086997	-0.13550031	0.41864517	0.11818458	3
325	Andrej Štrancar	1.2114308	-0.85460824	-0.37644416	-0.0023554594	0.5830324	0.097235866	-0.17632513	1.1586345	0.10421167	0.6075188	0.9685936	0.44772747	-0.58523685	1.0561931	0.033706177	-0.48503572	-0.053563002	0.30973715	-0.53443027	1.3494145	-0.73167187	0.44009736	0.23454745	0.1396814	-0.0683564	0.19754802	-0.8319773	-0.20637314	0.83503574	0.71697456	-0.12734137	0.63785267	1
326	Gregor Papa	0.21980487	-0.755895	0.17601761	-0.23479491	0.4638587	-0.2753531	-0.012410909	0.31697723	-0.11853652	0.3219568	0.5451293	-0.55463946	0.14806716	0.5188877	-0.5694655	-1.0793108	0.26384038	0.6524251	-0.5656663	0.29716474	0.7605479	0.029650928	0.107531786	-0.97570616	-0.096768826	0.12790208	-1.0372409	-0.025463516	-0.28918657	-0.07679415	-0.554711	0.24295044	1
327	Simon Vavpotič	1.0267296	-0.8194376	0.05750402	-0.3826193	0.9324548	0.017785331	-0.24106333	0.72400033	-0.123958334	0.6128391	0.62594736	0.20346121	-0.105291724	0.1488949	0.24506569	0.77821153	0.18936583	-0.21252902	0.27836788	1.9588835	0.14355932	0.72219455	0.1537966	-0.16910298	-0.9917454	0.13800932	-1.5572374	-0.2783361	0.44468805	0.20626378	-0.1590746	0.052506976	7
328	Roman Starin	-0.0032296702	0.030051507	-0.010492168	0.02482614	0.021732531	-0.0034320354	0.030881494	-0.018607296	-0.00712806	0.005984366	0.01698953	-0.028738469	-0.012111843	-0.027057938	-0.0022449568	-0.017106615	-0.013261437	-0.0051406175	0.013358578	0.012106568	-0.0010980368	-0.02506797	-0.0073276535	0.02217836	-0.017017521	-0.0031388998	-0.019503862	-0.01913014	-0.0054308176	0.022778071	0.030140065	0.011929929	7
329	Matjaž B. Jurič	0.023472201	-0.42185402	-0.42425877	-0.2616383	0.5196427	-0.13401318	0.43908906	0.8167487	-0.057949346	-0.13324559	0.66780186	-0.20538568	0.77225536	0.120987244	0.3804044	-0.25694144	-0.30303356	0.24021722	-0.4321802	0.7850209	-0.65690297	0.50912744	-0.083596304	0.23493302	0.65076804	-0.060005937	-0.19508319	-0.8574557	0.99578285	-0.92983186	0.91475576	0.17351364	5
330	Tomaž Domajnko	0.04324029	-0.31696716	0.2163377	-0.34126693	0.46587583	-0.63351697	0.5232962	0.5698542	0.36436427	-0.26399052	0.6075308	-0.62582475	0.64305454	0.62600785	0.14910212	0.54507345	-0.6249062	0.51357955	0.037112378	0.5645857	-0.15028526	-0.02003441	0.22515894	-0.097377785	0.23282513	-0.32444486	-0.17874177	-0.7667305	0.6082232	-0.4594738	0.8968982	0.49423957	5
331	Mitja Lenič	-0.15504825	-0.30718806	-0.40390068	-0.0828264	0.87568885	0.061159212	0.048111863	0.5706812	-1.2390741	-0.25621533	1.5168624	-0.23458083	-0.2033962	0.6497913	0.4836438	-0.037198313	-0.43132895	0.23401302	-0.027249256	-0.041403815	-0.49235025	0.5520852	0.17542295	-0.6388723	0.08997628	-0.59128857	0.054815505	-1.2673806	-0.03389127	-0.7401857	0.3028548	-0.33828348	1
332	Roman Zidarič	0.02251362	-0.008306727	-0.028020129	0.02902256	-0.0003258437	-0.0028537437	-0.021218121	-0.015209146	-0.02957242	0.0077835545	0.01867003	0.021328337	0.030800976	-0.024900861	0.0020056292	0.0258293	-0.028412245	-0.0066195577	0.026601575	-0.006602682	0.0021984875	0.012210026	-0.0010612458	0.02014383	0.007956304	-0.024302639	-0.005022444	-0.00431592	0.02382809	0.014725201	0.01433368	-0.0029698461	2
333	Neja Zupan	0.32557172	-1.0284233	-0.8314758	-0.21562387	0.5453833	-0.23912953	-0.5397528	-0.95612293	-0.062410258	-0.664726	0.45006907	-0.07673336	0.53667074	0.42857867	-0.27523512	-0.86597925	-0.2164376	-0.34463763	0.8111024	0.83499026	-0.035397027	1.4215477	0.36660013	-1.6019293	0.47081777	-1.7559587	-0.28083667	-0.5041529	0.69637555	-1.2261465	-0.33915937	-0.0339704	5
334	Janez Jamšek	-0.0033048019	0.02969975	-0.013147116	-0.0009659827	0.01305791	-0.003695041	-0.017265841	0.026754916	0.011880301	-0.0031027645	-0.005410038	0.006241277	0.0059995353	0.015338145	-0.030085824	-0.021559723	-0.02343779	0.013423786	-0.004051909	0.018106394	-0.025739722	-0.0074702576	-0.016128443	0.011782646	-0.012874693	0.017572172	-0.025658458	-0.012100264	-0.0067383274	0.010020502	-0.0034723952	-0.015695028	0
335	Katarina Horvat	1.119143	0.5672998	0.26336998	-0.90945846	0.6233327	-1.6494584	-0.11267954	1.4824089	-1.5857257	0.47656903	1.2793102	-1.1098869	0.33624417	-0.80796885	0.14921883	-0.57936555	0.47065508	-1.0181768	-1.5252672	1.0400069	0.35949245	2.3173027	-0.9902161	-0.32232308	-0.06463518	-0.048568554	-0.62580854	-0.7870808	1.0850797	-0.81627315	0.7853185	0.47276378	5
336	Damjan Strnad	0.18850608	-0.7844237	-1.476403	-0.68678975	1.1148735	-0.07579892	0.76182073	0.32457766	-0.30495444	0.6293192	1.4716545	-0.18359707	-0.06844599	0.7490942	0.16929848	-0.36127153	0.40673515	-0.26801345	-0.22678624	-0.5237799	0.54668653	0.27458435	-0.5588638	-0.3945785	-0.39451212	-0.98471457	-1.2840383	-0.5339396	-0.36262733	-0.9305117	0.41676432	-0.080634974	3
337	Robert Krušec	0.22877339	-0.85908306	-0.5431211	0.13168056	1.0306793	-0.5713734	0.7040854	0.56632805	-0.5751708	-0.34194675	1.7125083	0.018820882	-0.11100287	0.2910854	0.4862755	-0.2680907	-0.44902712	-0.16838162	-0.23343419	0.016568841	-0.0774061	0.20728987	0.22656475	-0.20232284	-0.41717693	-0.5996712	-0.060386386	-0.79372066	-0.34964743	-0.7180009	0.6589441	-0.51463425	1
338	Uroš Novak	0.6988694	-0.05049394	-0.46507892	0.33841556	1.3384247	-0.2024416	-0.3088082	0.8599871	-0.55172	-0.12451866	1.2990025	0.17054132	-0.3182323	0.77490604	0.77033854	-0.4765957	-0.35224417	0.1170449	-0.27353045	0.045461662	0.093793236	-0.012085779	0.019932795	-0.34382808	0.060258087	-0.7980494	-0.1842257	-0.96301365	0.021555876	-0.65886235	0.14157009	-0.40369126	1
339	Bruno Grohar	-0.5673687	-0.32123363	-0.387625	-0.08670271	0.478255	-0.14285493	-0.97935545	-0.055942953	0.115907185	-0.3853476	0.046640042	-0.18945675	0.46402225	0.44412297	-0.09401315	-0.10682903	-0.32546696	0.2716218	-0.66833466	0.8435387	0.09562307	0.69158715	0.5466353	-0.5010203	0.5422962	-0.7392081	-0.36134726	0.10198841	0.49377164	-0.6153576	-0.38031122	0.02225717	1
340	Boštjan Brumen	-0.3068681	-0.38353398	-0.39098105	-0.5981772	0.50016296	-0.49077043	0.27944064	0.64674354	0.22349937	-0.04696462	0.65722305	-0.25332883	0.3798301	0.40600652	0.34150666	-0.00047554166	-0.0032632577	0.38091832	-0.0014812507	0.069548026	-0.5385689	0.36605972	0.05447252	-0.044949707	-0.09951935	-0.34941822	-0.27512687	-1.1195067	1.2153012	-1.0127715	0.8409409	-0.2655488	5
341	Vlado Horvat	-0.01669269	-0.0032130107	-0.0024743676	0.029822953	-0.018399976	-0.031195633	0.019953266	-0.028214596	0.016919382	0.010297827	-0.012668051	0.030946344	-0.012277752	-0.029842958	0.005149655	0.023316093	-0.016988344	-0.025720105	-0.0068927556	-0.023618184	-0.01942052	-0.016566806	-0.0063314065	-0.028349295	0.017366938	-0.0009357706	-0.025994144	0.0076958835	0.008278698	-0.022999518	-0.012457557	0.014056578	1
342	Marko Vraničar	0.0142427385	-0.007675402	0.024345703	-0.028525159	0.028656729	-0.017763428	-0.008336157	-0.014404923	-0.02373968	-0.027016677	-0.018447757	-0.027883753	-0.010913447	-0.02750212	-0.0008566156	-0.024337485	-0.0135096535	0.00017147511	-0.0012800545	-0.00398995	-0.013680123	0.022932567	0.020548753	0.015047424	-0.018814407	-0.009023152	-0.030241951	-0.024507247	-0.026897043	0.004472688	-0.024627395	0.028875135	0
343	Mateja Kunstelj	-0.4676642	-0.7022963	-0.5887606	-0.3772313	0.8275719	-0.92084074	-0.9340139	0.60865647	-0.37980264	-0.367789	-0.51120967	-0.080304116	0.380378	0.72838104	-0.13259529	-0.02138618	0.23419844	0.1316548	-0.3353111	1.2634975	0.9310529	0.32141885	0.7195608	0.08640195	0.9926453	-0.48680833	-1.0030546	0.28813073	0.15398581	-0.55700326	-0.4814074	-0.30365226	0
344	Igor Lesjak	0.7415519	-1.4275687	0.40667844	-0.09247264	0.35563922	-0.15839893	-0.55789775	0.64366186	-0.4477581	-1.0501075	0.7175528	-1.3387847	-0.8153669	0.06797822	-0.51986533	-0.10389719	-0.38561416	-0.2972149	0.18638778	0.9984052	0.43184787	0.30152673	-0.33051446	-0.07541066	-1.1322292	-0.41532797	0.042361636	-0.17687628	0.68486446	-0.5174575	0.46211487	0.055987183	7
345	Peter Peer	0.84633064	-1.0883877	0.33368158	-0.014680788	0.9209853	-0.39717457	-0.171057	0.2896129	-0.94941413	-0.19242938	-0.18429823	-1.2277821	-0.062453005	0.23226985	-0.20513204	-0.054294545	-0.53208107	-0.7259896	-0.59375083	1.4260414	-0.34023413	-0.15890886	-0.072892815	-0.18657139	-0.45474842	-0.32363695	-0.5572882	-0.016067114	0.3562634	0.028725011	-0.24397454	0.38998604	7
346	Matej Trampuš	0.4993004	-0.9376049	0.011609442	0.4001211	0.66803396	-0.14204808	-0.6597624	1.2811925	-0.85315466	-0.24781121	0.8033697	-0.198725	-0.31913358	-0.005501028	-0.71285975	0.6582502	0.30208027	-0.11943438	0.3224921	1.4565879	0.3111123	0.68296117	-0.41421354	-0.27407297	-1.5380528	0.46820793	-1.0704104	-0.6042675	0.44722366	-0.36921862	0.092870936	-0.4808968	1
347	Samo Vehovc	0.007759832	-0.0027037635	-0.022197291	0.00042257458	0.013707593	-0.021297157	0.014492027	-0.006328501	0.009276681	-0.008666784	-0.019862205	-0.024165176	0.00017174333	-0.014964007	-0.0054908916	0.010916688	-0.018346354	-0.0025648475	-0.027204312	0.016184129	0.030509748	-0.016556934	-0.003857322	-0.028837442	0.012832977	-0.018910952	0.0017670244	-0.007997967	-0.013757795	-0.024494685	0.022756264	0.008692153	0
348	Janez Žibert	0.07895882	-0.082225084	0.37367865	-1.0811783	0.5553111	-0.7533035	0.2093675	0.6929737	-0.2917822	0.12513481	0.39451623	-1.078588	0.15625645	0.014363063	-0.5519688	0.82629156	-1.1152527	0.6320376	-0.12851182	1.0618075	0.31361088	0.2588812	-0.06225642	-0.42381382	0.0016413695	-1.053668	-0.79926234	-0.07372081	0.4930442	-0.25074145	0.1824811	0.8160303	7
349	Roni Leben	0.3332902	-0.21845004	-0.2908271	-1.4929111	-0.26143658	-1.5884792	-0.41262773	0.30345422	-0.22572099	-0.61278856	2.2823236	-0.061122023	0.70856476	0.8612988	-0.283832	-0.48077232	0.36400357	0.045525704	-0.6838227	0.0753399	0.27579555	0.6015424	0.23247148	-0.49646536	0.584238	-0.42774373	-0.59318167	-0.116902575	0.33898243	-0.13240004	-1.6556196	0.2790549	1
350	Herman J. P. van Midden	0.020669483	-0.0055337176	-0.008257106	-0.02413366	0.01638735	-0.029589176	-0.00031498075	-0.021531016	0.020030014	-0.0036879256	0.02235505	0.016436554	0.009086147	-0.016440988	-0.0063573197	-0.023954846	-0.028684817	-0.026843838	0.02097784	-0.002897106	-0.020827115	-0.00616093	0.011255093	0.00019032508	0.017415509	0.0035091043	-0.004984379	-0.013588697	0.012234755	-0.015388161	-0.021981023	0.029755726	5
351	Matjaž Pančur	0.76912874	-0.7106261	0.21417248	0.35110694	0.73775345	-0.12610577	-0.55882347	1.1990035	-0.61024934	-0.20030035	0.7288344	-0.06682108	-0.298133	9.719472e-06	-0.799525	0.9136366	0.16149037	-0.217295	0.065445036	1.4233185	0.16337493	0.603048	-0.2654511	-0.44535878	-1.378429	0.32806593	-1.1389787	-0.54233044	0.5324545	-0.17409863	-0.03532833	-0.2209346	1
352	Stanislav Petrinić	1.7429972	-0.4916784	-1.3910419	-0.40223995	1.4774805	-1.7010763	-0.22858015	1.608706	-1.4210675	0.972318	0.5334247	-0.7691714	0.12342455	-0.24330485	-0.5570629	0.14205824	0.44267616	0.07284444	-0.2875703	1.158208	-1.1505368	1.7414516	-0.32073182	-1.2411457	0.030497894	-2.0600832	0.44650966	-0.668788	-0.81813705	-0.51090354	0.29252476	1.2405682	5
353	Andrej Korošec	0.26108736	-0.84268785	-0.9230733	-1.4218415	0.16257527	-2.340416	-0.22212325	0.5910213	-0.47652137	-0.04892397	0.84799236	-0.42024875	0.6903841	2.1098332	-1.1054338	-0.28494766	-0.70061076	-0.39734596	1.296121	1.9950916	0.1473424	0.93828773	-1.332622	-0.02390376	-1.2646425	-2.2714386	0.64864904	-0.4391731	-0.11021143	-1.1720307	0.70091605	-0.5572734	5
354	Robert Vehovec	0.023424052	-0.013021536	-0.0021357313	-0.028394394	0.010466546	0.013648197	0.016978562	-0.0043234825	-0.02303207	0.020310372	-0.009121709	0.030803554	-0.0075253993	0.026090197	-0.012330912	-0.00092656165	0.0063802674	0.015760474	-0.020891622	-0.01124125	0.007542558	0.023433119	-0.01968287	-0.024439417	0.016616441	0.0006786883	0.011889018	0.00015673786	0.011438213	0.027610809	-0.030326307	0.020568423	5
355	Simon Beloglavec	0.37096578	-0.52473986	-0.6988129	-0.30481705	0.62700206	-0.2318469	0.46530864	0.6183738	0.044925153	0.052831076	0.72436893	-0.25352526	0.77558655	0.5711639	0.3372998	0.44542372	-0.4974294	0.65260744	0.123885155	0.7986016	-0.2668977	-0.0024363035	0.1389112	0.06645848	0.1598727	-0.11038241	-0.19981481	-1.2107927	0.66121984	-0.63421226	0.85050976	0.35570243	5
356	Patricio Bulić	1.2062281	-0.65248054	-0.4425347	-0.49769992	1.02942	0.39547324	-0.04899333	1.4196837	-4.4890854e-05	0.4270841	1.2867197	1.0251735	-0.09601531	1.0630481	-0.0034047698	-0.50967556	-0.0001381675	0.342349	-0.09102814	1.2188021	-0.1974968	0.27657717	-0.15837191	0.1629947	-0.15672687	0.14596285	-0.62494177	-0.43265527	0.35760322	0.5418061	-0.44272852	0.469747	1
357	Anamarija Leben	-0.5756724	-0.6078716	-0.43563536	-0.3412913	0.69252086	-0.80225396	-0.85213697	0.559179	-0.26573637	-0.47931018	-0.4124194	-0.121775165	0.3878649	0.8436871	-0.15829803	-0.054832727	0.28266323	0.37815088	-0.46502918	1.2035323	1.0371628	0.3641737	0.5845708	0.10793485	0.8507834	-0.6083385	-0.90646267	0.108328626	0.014734911	-0.83828837	-0.63669276	-0.3751924	5
358	Vasja Kavčič	1.004396	0.85235953	-0.108653374	-1.3399307	0.65058994	-1.8690386	-0.6079008	1.6177343	-1.735819	0.4882749	0.94290584	-0.97212106	0.09850006	-0.8012761	0.18086079	-0.8372487	0.65697044	-0.33161455	-1.302332	1.1271938	0.25860277	1.8574604	-0.84277856	-0.45679453	-0.11387215	0.24769114	-0.8088939	-0.72006834	1.0331429	-0.7218309	0.63579583	0.15765709	5
359	Tamara Bertok Velkavrh	0.81686753	-0.26482216	0.11035628	-0.7328819	1.5395961	-1.2431499	0.27056545	2.0784152	-0.731769	-1.1110196	0.8799995	0.90622747	0.6920398	0.56649595	-0.6989606	-0.28348538	1.3985078	-0.6227164	-1.2100711	0.5334712	-0.7713194	1.9952999	-1.0452611	-1.907168	-0.12128312	-1.2322491	-0.7936483	0.14453982	1.3864434	-0.044368006	-0.044491287	1.0322133	5
360	Slavko Krapež	0.81094855	-0.9433578	0.41757646	-0.13746104	-0.08455048	-0.7827573	-0.4951008	0.36890313	-0.809857	-0.59329295	-0.47490484	-1.3608751	-0.048576303	0.43099257	-0.4363969	-0.15636887	-0.41275215	-0.37715733	-0.6322244	0.94758403	0.31202307	0.17433314	-0.2871942	0.18937118	-0.81281376	-0.8973469	-0.5671632	-0.21915564	0.37958854	-0.5311186	0.40560904	0.19591257	1
361	Andrej Bregar	0.38505402	-0.35975662	-0.48040298	-0.10414428	0.73921466	-0.23117651	0.43188286	0.49532634	-0.42657372	-0.41202578	0.6711531	-0.18663424	0.76546896	0.93694305	0.48870316	0.27412653	0.020775944	0.35757855	-0.282092	0.5139365	-0.39157704	0.06414244	-0.013153912	0.17989093	0.43110183	-0.02299401	-0.23030949	-0.6743113	0.9609022	-1.072765	0.74049926	0.13903733	5
362	Vilko Leben	0.4528229	-0.7143224	-0.09843217	-0.18564479	0.32385087	-1.9192877	-0.3953288	0.8142537	-0.51668894	1.0471458	1.2273568	-0.8122807	0.30959353	-0.1485945	1.1618812	0.13503735	0.3268431	-0.060108572	0.6240477	0.85089666	0.27058882	0.8673216	0.37206304	-0.8079034	-0.12067956	-0.09228223	-1.0294696	0.7898017	0.43029362	-1.1386949	-0.8935681	1.4304146	5
363	Matej Šprogar	0.22683483	-0.081055544	-0.17999221	-0.64547354	0.7360279	-0.46791804	0.78806984	0.7543015	-0.47775522	-0.090836845	1.2781992	0.54664993	0.06692584	0.7304554	0.3367351	-0.24631436	-0.19828686	0.5024337	-0.24159749	0.11257091	-0.51763386	0.7300104	0.1639626	-0.07709443	0.14394277	-0.8239315	0.039827887	-0.9078076	0.43768543	-0.86202544	0.5571039	-1.0257198	7
364	Andraž Bežek	-0.33538395	-0.82388055	0.090989694	-0.11943251	0.55432737	-0.6429361	0.08736662	0.17947863	0.059766397	-0.07364444	0.5243507	-0.57651275	0.086557284	0.06909436	-0.0036321203	-0.38594374	-0.010449249	-0.26458335	-0.69650865	0.84703535	0.41441295	0.95684725	0.659393	0.055505443	-0.17528906	-0.13127466	-0.40319118	0.59765476	0.4305063	-0.18143491	-0.50112706	0.14760683	7
365	Simon Vrečar	0.67587936	-0.18728109	0.083362	-0.88176304	1.5332437	-1.3738568	0.11414624	2.0624757	-0.54179835	-0.87351984	0.72433716	0.9058921	0.94579667	0.51354265	-0.54752344	-0.3941517	1.3168008	-0.61608857	-0.7736109	0.4782464	-0.7440177	1.933673	-0.97680587	-1.6728354	-0.07609225	-1.3460633	-0.8706021	0.18088616	1.402017	-0.13582666	-0.04351376	0.9335454	0
366	Alenka Baggia	0.20660058	-0.742465	-0.750796	-0.4686894	0.5275367	-0.030742964	-0.4138431	-0.85793495	0.07866555	-0.5334156	0.5887062	-0.2126479	0.61822337	0.14199631	0.13855462	-0.7901254	-0.34845495	-0.5161984	0.7857781	1.4350739	0.12226299	1.550208	0.26961342	-1.5140753	0.36653808	-1.653157	-0.20209438	-0.29037446	0.6558003	-1.3526541	-0.23180372	-0.13315856	5
367	Andrej Jeromen	0.78260005	-0.17187569	0.747305	-0.25838974	0.1774533	-0.9506164	-0.5300811	1.5210779	-1.8557982	-0.079973236	1.1986816	-0.21690616	-1.0137835	0.6762561	0.51153296	0.47518432	0.8024397	0.019555641	-0.520637	1.5161474	0.31158188	1.2228264	-0.38543564	-1.4573294	0.5031858	-1.350048	-0.22716759	0.63710743	0.18445563	-1.1167984	1.3274243	0.33902338	7
368	Jure Knez	0.24431089	-0.63472754	-0.4651156	0.8158866	1.6268827	0.07756958	-0.09808736	1.2812862	-0.7076293	-0.34613895	1.1572659	-0.2873229	-0.03407578	0.04817237	0.22033669	-0.10679404	0.40357426	0.6189856	0.17081887	0.20063028	0.08673086	0.22864395	0.16467625	-0.19265382	-0.7864993	-0.05273213	-0.33874235	-0.6564106	0.1589125	-0.81482106	0.14687967	-0.7031372	3
369	Boris Petelin	1.0250599	-0.8374828	-0.03307885	-0.48482066	1.1427909	-0.033582762	-0.18764934	0.89659554	-0.14450987	0.8287691	0.77216	0.24456355	0.023105277	0.33117563	0.020171946	1.0783179	0.25701854	-0.21768709	0.16469081	2.0160086	-0.10112658	0.8046661	0.14853339	-0.27148125	-0.9218935	-0.020181606	-1.2978891	0.014002015	0.06059456	0.3047104	-0.107434005	0.14139357	3
370	Matej Gomboši	-0.104307435	-0.6790238	-0.8667945	-0.6857178	0.3673011	-0.77623373	0.6633689	0.119819716	-0.15103796	0.23124182	1.5518842	-0.19493188	-0.20546432	0.47396243	-0.18326433	-1.1797526	0.35335395	-0.14760484	-0.5582079	0.33160725	0.53363764	-0.52375996	-0.7257039	-0.810189	-0.07267596	-0.05383365	-1.5665305	-0.12717967	-0.024870215	-0.92202	0.24479832	0.27976355	1
