V1.ime	V2.priimek	V3.AvtID	V4.OpisVloga	V5.kjluc	V6.organiz	V7.COBISS	V8	V9.STATUS1	V10.STATUS2	V11.POD	V12.DIS	V13.VED	V14.leto	V15.tip	V16.vloga	V17.stAvt	V18.samo	V19.vdisc	V20.medDisc	V21.izven	V22.tipTock	V23.tocke	vrstniRed	V25.starost	V26.Dr	V27.spol	V28	V29.excellent	V30.ResGroup
Danijela	Tuljak Suban	21328	avtor	21328/18723046	NA	18723046	main	ACT	RSR	5	1	1	2009	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4C (Z2)	8.33	1419560	1994	1	F	Z2	NA	416
Miklavž	Mastinšek	8173	NA	08173/1958148	3-201	1958148	main	ACT	RSR	1	1	1	1990	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	32.0	1467218	1975	1	M	Z1	NA	391
Miklavž	Mastinšek	8173	NA	08173/7153412	3-201	7153412	main	ACT	RSR	1	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	1467219	1975	1	M	S	NA	391
Miklavž	Mastinšek	8173	avtor	08173/6575876	3-201.06	6575876	main	ACT	RSR	1	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	32.0	1467220	1975	1	M	Z1	NA	391
Miklavž	Mastinšek	8173	avtor	08173/6059548	3-201.06	6059548	main	ACT	RSR	1	1	1	2001	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	1467221	1975	1	M	Z2	NA	391
Miklavž	Mastinšek	8173	avtor	08173/11814233	3-201.06	11814233	main	ACT	RSR	1	1	1	2002	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.43	1467222	1975	1	M	Z1	NA	391
Miklavž	Mastinšek	8173	avtor	08173/7803676	3-201.06	7803676	main	ACT	RSR	1	1	1	2002	1.01	R.1	1	1	0.0	0.0	0.0	1NK (S)	5.0	1467223	1975	1	M	S	NA	391
Miklavž	Mastinšek	8173	avtor	08173/7029276	3-201.06	7029276	main	ACT	RSR	1	1	1	2003	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	1467224	1975	1	M	Z2	NA	391
Miklavž	Mastinšek	8173	avtor	08173/6783772	3-201.06	6783772	main	ACT	RSR	1	1	1	2003	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	1467225	1975	1	M	Z2	NA	391
Miklavž	Mastinšek	8173	avtor	08173/7028252	3-201.06	7028252	main	ACT	RSR	1	1	1	2003	1.01	R.1	1	1	0.0	0.0	0.0	1D (Z2)	10.0	1467226	1975	1	M	Z2	NA	391
Miklavž	Mastinšek	8173	avtor	08173/6521884	3-201.06	6521884	main	ACT	RSR	1	1	1	2003	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	58.48	1467227	1975	1	M	Z1	NA	391
Miklavž	Mastinšek	8173	avtor	08173/8939292	3-201.06	8939292	main	ACT	RSR	1	1	1	2006	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	57.32	1467228	1975	1	M	Z1	NA	391
Miklavž	Mastinšek	8173	avtor	08173/6576388	3-201.06	6576388	main	ACT	RSR	1	1	1	1994	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1467234	1975	1	M	S	NA	391
Miklavž	Mastinšek	8173	avtor	08173/3184668	3-201.06	3184668	main	ACT	RSR	1	1	1	1996	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	1467237	1975	1	M	S	NA	391
Miklavž	Mastinšek	8173	avtor	08173/9257244	3-201.06	9257244	main	ACT	RSR	1	1	1	2007	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1467238	1975	1	M	Z2	NA	391
Miklavž	Mastinšek	8173	avtor	08173/14786137	3-201.06	14786137	main	ACT	RSR	1	1	1	2008	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1467241	1975	1	M	Z2	NA	391
Miklavž	Mastinšek	8173	avtor	08173/10217500	3-201.06	10217500	main	ACT	RSR	1	1	1	2008	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1467245	1975	1	M	Z2	NA	391
Miklavž	Mastinšek	8173	avtor	08173/9873436	3-201.06	9873436	main	ACT	RSR	1	1	1	2009	1.08	R.1	1	1	0.0	0.0	0.0	4D (Z2)	20.0	1467249	1975	1	M	Z2	NA	391
Miklavž	Mastinšek	8173	avtor	08173/9979420	3-201.06	9979420	main	ACT	RSR	1	1	1	2009	1.08	R.1	1	1	0.0	0.0	0.0	4C (Z2)	25.0	1467251	1975	1	M	Z2	NA	391
Miklavž	Mastinšek	8173	avtor	08173/1555716	3-201	1555716	main	ACT	RSR	1	1	1	1989	1.16	R.1	1	1	0.0	0.0	0.0	3NK (S)	5.0	1467267	1975	1	M	S	NA	391
Igor	Kukavica	8326	avtor	08326/11387481	NA	11387481	main	NAC	RSR	1	1	1	1991	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	40.0	1488112	1987	0	M	Z1	NA	NA
Igor	Kukavica	8326	avtor	08326/12694873	NA	12694873	main	NAC	RSR	1	1	1	2003	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	128.99	1488113	1987	0	M	Z1	1	NA
Matjaž	Željko	13651	avtor	13651/2027120	3-111.02 & 4-026	2027120	main	ACT	RSR	2	1	1	2008	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A1 (Z1, A')	33.33	1497994	1985	1	M	Z1	1	714
Tomaž	Košir	8398	avtor	08398/4765017	3-111.02 & 4-016	4765017	main	ACT	RSR	4	1	1	1988	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.12	1501306	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/5822297	3-111.02 & 4-016	5822297	main	ACT	RSR	4	1	1	1993	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.12	1501307	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/8446297	4-016 & 3-111.02	8446297	main	ACT	RSR	4	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.12	1501308	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/6912345	3-111.02 & 4-016	6912345	main	ACT	RSR	4	1	1	1996	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	68.31	1501309	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/6004313	4-016 & 3-111.02	6004313	main	ACT	RSR	4	1	1	1996	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	56.32	1501311	1986	1	M	Z1	1	2
Tomaž	Košir	8398	avtor	08398/6664537	3-111.02 & 4-016	6664537	main	ACT	RSR	4	1	1	1996	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	56.32	1501313	1986	1	M	Z1	1	2
Tomaž	Košir	8398	avtor	08398/7127641	3-111.02 & 4-016	7127641	main	ACT	RSR	4	1	1	1997	1.01	R.1	2	0	0.25	0.25	0.25	1A3 (Z1)	34.09	1501315	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/7104345	3-111.02 & 4-016	7104345	main	ACT	RSR	4	1	1	1997	1.01	R.1	2	0	0.25	0.25	0.25	1A3 (Z1)	33.7	1501317	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/7385945	3-111.02 & 4-016	7385945	main	ACT	RSR	4	1	1	1997	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	67.41	1501318	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/8449113	3-111.02 & 4-016	8449113	main	ACT	RSR	4	1	1	1998	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	60.23	1501320	1986	1	M	Z1	1	2
Tomaž	Košir	8398	avtor	08398/11409753	3-111.02 & 4-016	11409753	main	ACT	RSR	4	1	1	2001	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	42.78	1501322	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/11381849	3-111.02 & 4-016	11381849	main	ACT	RSR	4	1	1	2002	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	34.85	1501323	1986	1	M	Z1	NA	2
Bor	Plestenjak	15136	avtor	15136/11381849	3-111.02 & 4-016	11381849	main	ACT	RSR	5	1	1	2002	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	34.85	1501324	1993	1	M	Z1	NA	3
Tomaž	Košir	8398	avtor	08398/11974489	3-111.02 & 4-016	11974489	main	ACT	RSR	4	1	1	2002	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	25.3	1501326	1986	1	M	Z1	NA	2
Bor	Plestenjak	15136	avtor	15136/11974489	3-111.02 & 4-016	11974489	main	ACT	RSR	5	1	1	2002	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	25.3	1501327	1993	1	M	Z1	NA	3
Tomaž	Košir	8398	avtor	08398/12489561	3-111.02 & 4-016	12489561	main	ACT	RSR	4	1	1	2003	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	82.18	1501328	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/12895321	3-111.02 & 4-016	12895321	main	ACT	RSR	4	1	1	2004	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	90.12	1501329	1986	1	M	Z1	NA	2
Roman	Drnovšek	11709	avtor	11709/13031513	3-111.02 & 4-016	13031513	main	ACT	RSR	4	1	1	2004	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	36.21	1501330	1984	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/13031513	3-111.02 & 4-016	13031513	main	ACT	RSR	4	1	1	2004	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	36.21	1501331	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/13013081	4-016 & 3-111.02	13013081	main	ACT	RSR	4	1	1	2004	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	62.42	1501333	1986	1	M	Z1	1	2
Tomaž	Košir	8398	avtor	08398/13763161	3-111.02 & 4-016	13763161	main	ACT	RSR	4	1	1	2005	1.01	R.1	2	0	0.25	0.25	0.25	1A3 (Z1)	40.0	1501334	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/13266265	3-111.02 & 4-016	13266265	main	ACT	RSR	4	1	1	2005	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	44.26	1501336	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/13613401	3-111.02 & 4-016	13613401	main	ACT	RSR	4	1	1	2005	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A1 (Z1, A')	36.3	1501339	1986	1	M	Z1	1	2
Bor	Plestenjak	15136	avtor	15136/13613401	3-111.02 & 4-016	13613401	main	ACT	RSR	5	1	1	2005	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A1 (Z1, A')	36.3	1501340	1993	1	M	Z1	1	3
Damjana	Kokol-Bukovšek	12190	avtor	12190/14378585	3-111.02 & 4-016	14378585	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A2 (Z1)	21.98	1501341	1991	1	F	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/14378585	3-111.02 & 4-016	14378585	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A2 (Z1)	21.98	1501342	1986	1	M	Z1	NA	2
Nika	Novak	24184	avtor	24184/14378585	3-111.02 & 4-016	14378585	main	ACT	RSR	1	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A2 (Z1)	21.98	1501343	1996	1	F	Z1	NA	2
Polona	Oblak	22723	avtor	22723/14378585	3-111.02 & 4-016	14378585	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.25	0.0	0.0	1A2 (Z1)	21.98	1501344	2001	1	F	Z1	NA	687
Anita	Buckley	19250	avtor	19250/14353753	3-111.02 & 4-016	14353753	main	ACT	RSR	4	1	1	2007	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	30.7	1501345	1997	1	F	Z1	NA	714
Tomaž	Košir	8398	avtor	08398/14353753	3-111.02 & 4-016	14353753	main	ACT	RSR	4	1	1	2007	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	30.7	1501346	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/14370649	3-111.02 & 4-016	14370649	main	ACT	RSR	4	1	1	2007	1.01	R.1	4	0	0.0625	0.1875	0.1875	1A2 (Z1)	20.2	1501349	1986	1	M	Z1	NA	2
Janez	Bernik	12040	avtor	12040/14647641	3-111.02 & 4-016	14647641	main	ACT	RSR	4	1	1	2008	1.01	R.1	5	0	0.2	0.0	0.0	1A4 (Z1)	11.15	1501351	1993	1	M	Z1	NA	2
Roman	Drnovšek	11709	avtor	11709/14647641	3-111.02 & 4-016	14647641	main	ACT	RSR	4	1	1	2008	1.01	R.1	5	0	0.2	0.0	0.0	1A4 (Z1)	11.15	1501352	1984	1	M	Z1	NA	2
Damjana	Kokol-Bukovšek	12190	avtor	12190/14647641	3-111.02 & 4-016	14647641	main	ACT	RSR	4	1	1	2008	1.01	R.1	5	0	0.2	0.0	0.0	1A4 (Z1)	11.15	1501353	1991	1	F	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/14647641	3-111.02 & 4-016	14647641	main	ACT	RSR	4	1	1	2008	1.01	R.1	5	0	0.2	0.0	0.0	1A4 (Z1)	11.15	1501354	1986	1	M	Z1	NA	2
Matjaž	Omladič	9573	avtor	09573/14647641	3-111.02 & 4-016	14647641	main	ACT	RSR	1	1	1	2008	1.01	R.1	5	0	0.2	0.0	0.0	1A4 (Z1)	11.15	1501355	1951	1	M	Z1	NA	2
Karin	Cvetko-Vah	20267	avtor	20267/15392345	3-111.02 & 4-016	15392345	main	ACT	RSR	NA	1	1	2009	1.01	R.1	6	0	0.111111111111111	0.0555555555555556	0.0555555555555556	1A3 (Z1)	12.71	1501356	1999	1	F	Z1	NA	2
Damjana	Kokol-Bukovšek	12190	avtor	12190/15392345	3-111.02 & 4-016	15392345	main	ACT	RSR	4	1	1	2009	1.01	R.1	6	0	0.111111111111111	0.0555555555555556	0.0555555555555556	1A3 (Z1)	12.71	1501357	1991	1	F	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/15392345	3-111.02 & 4-016	15392345	main	ACT	RSR	4	1	1	2009	1.01	R.1	6	0	0.111111111111111	0.0555555555555556	0.0555555555555556	1A3 (Z1)	12.71	1501358	1986	1	M	Z1	NA	2
Ganna	Kudryavtseva	30109	avtor	30109/15392345	NA	15392345	main	ACT	RSR	4	1	1	2009	1.01	R.1	6	0	0.111111111111111	0.0555555555555556	0.0555555555555556	1A3 (Z1)	12.71	1501359	2000	1	F	Z1	NA	687
Tomaž	Košir	8398	avtor	08398/15077977	3-111.02 & 4-016	15077977	main	ACT	RSR	4	1	1	2009	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	46.01	1501362	1986	1	M	Z1	NA	2
Polona	Oblak	22723	avtor	22723/15077977	3-111.02 & 4-016	15077977	main	ACT	RSR	4	1	1	2009	1.01	R.1	2	0	0.5	0.0	0.0	1A2 (Z1)	46.01	1501363	2001	1	F	Z1	NA	687
Tomaž	Košir	8398	avtor	08398/7436889	3-111.02 & 4-016	7436889	main	ACT	RSR	4	1	1	1996	1.08	R.1	2	0	0.25	0.25	0.25	4NK (S); zbornik nerecenziranih prispevkov	2.5	1501377	1986	1	M	S	NA	2
Tomaž	Košir	8398	avtor	08398/8760921	3-111.02 & 4-016	8760921	main	ACT	RSR	4	1	1	1999	1.08	R.1	2	0	0.25	0.25	0.25	4NK (S); zbornik nerecenziranih prispevkov	2.5	1501382	1986	1	M	S	NA	2
Anita	Buckley	19250	avtor	19250/14377049	3-111.02 & 4-016	14377049	main	ACT	RSR	4	1	1	2007	1.08	R.1	2	0	0.5	0.0	0.0	4C (Z2)	12.5	1501385	1997	1	F	Z2	NA	714
Tomaž	Košir	8398	avtor	08398/14377049	3-111.02 & 4-016	14377049	main	ACT	RSR	4	1	1	2007	1.08	R.1	2	0	0.5	0.0	0.0	4C (Z2)	12.5	1501386	1986	1	M	Z2	NA	2
Matej	Brešar	8721	avtor	08721/1286660	3-207.10 & 4-016	1286660	main	ACT	RSR	4	1	1	1988	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	68.3	1543372	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/1810692	3-207.10 & 4-016	1810692	main	ACT	RSR	4	1	1	1989	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	100.0	1543373	1987	1	M	Z1	1	1053
Matej	Brešar	8721	avtor	08721/4484100	3-207.10 & 4-016	4484100	main	ACT	RSR	4	1	1	1990	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	1543374	1987	1	M	Z2	NA	1053
Matej	Brešar	8721	avtor	08721/1810948	3-207.10 & 4-016	1810948	main	ACT	RSR	4	1	1	1990	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	54.64	1543375	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/4484356	3-207.10 & 4-016	4484356	main	ACT	RSR	4	1	1	1991	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	73.96	1543376	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/3084292	3-207.10 & 4-016	3084292	main	ACT	RSR	4	1	1	1991	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	84.72	1543377	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/3084804	3-207.10 & 4-016	3084804	main	ACT	RSR	4	1	1	1991	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	68.3	1543378	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5621252	3-207.10 & 4-016	5621252	main	ACT	RSR	4	1	1	1992	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	1543379	1987	1	M	Z2	NA	1053
Matej	Brešar	8721	avtor	08721/4483332	4-016 & 3-207	4483332	main	ACT	RSR	4	1	1	1992	1.01	R.1	2	0	0.5	0.0	0.0	1A4 (Z1)	20.0	1543380	1987	1	M	Z1	NA	1053
Borut	Zalar	11719	avtor	11719/4483332	4-016 & 3-203	4483332	main	ACT	RSR	1	1	1	1992	1.01	R.1	2	0	0.5	0.0	0.0	1A4 (Z1)	20.0	1543381	1986	1	M	Z1	NA	2
Matej	Brešar	8721	avtor	08721/4483076	3-207.10	4483076	main	ACT	RSR	4	1	1	1992	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	100.0	1543382	1987	1	M	Z1	1	1053
Matej	Brešar	8721	avtor	08721/4484612	3-207.10 & 4-016	4484612	main	ACT	RSR	4	1	1	1992	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	68.3	1543383	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5625860	3-207.10 & 4-016	5625860	main	ACT	RSR	4	1	1	1993	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	54.04	1543384	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5626628	3-207.10 & 4-016	5626628	main	ACT	RSR	4	1	1	1993	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	73.96	1543385	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5626116	3-207.10 & 4-016	5626116	main	ACT	RSR	4	1	1	1993	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	42.3	1543386	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5623044	3-207.10 & 4-016	5623044	main	ACT	RSR	4	1	1	1993	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A3 (Z1)	26.04	1543388	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5625604	3-207.10 & 4-016	5625604	main	ACT	RSR	4	1	1	1993	1.01	R.1	1	1	0.0	0.0	0.0	1A1 (Z1, A')	100.0	1543391	1987	1	M	Z1	1	1053
Matej	Brešar	8721	avtor	08721/5623556	3-207.10 & 4-016	5623556	main	ACT	RSR	4	1	1	1993	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A1 (Z1, A')	33.33	1543392	1987	1	M	Z1	1	1053
Matej	Brešar	8721	avtor	08721/5623812	3-207.10 & 4-016	5623812	main	ACT	RSR	4	1	1	1993	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	61.51	1543395	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5626884	3-207.10 & 4-016	5626884	main	ACT	RSR	4	1	1	1993	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	100.0	1543396	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/6517508	3-207.10 & 4-016	6517508	main	ACT	RSR	4	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	67.55	1543397	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5240584	3-207.10 & 4-016	5240584	main	ACT	RSR	4	1	1	1994	1.01	R.1	2	0	0.25	0.25	0.25	1A3 (Z1)	33.11	1543398	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/6516996	3-207.10 & 4-016	6516996	main	ACT	RSR	4	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	68.3	1543400	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5242888	3-207.10 & 4-016	5242888	main	ACT	RSR	4	1	1	1994	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	68.3	1543401	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/7649625	3-207.10 & 4-016	7649625	main	ACT	RSR	4	1	1	1995	1.01	R.1	2	0	0.25	0.25	0.25	1A3 (Z1)	40.0	1543402	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5241096	3-207.10 & 4-016	5241096	main	ACT	RSR	4	1	1	1995	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	100.0	1543404	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5241352	3-207.10 & 4-016	5241352	main	ACT	RSR	4	1	1	1995	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	100.0	1543405	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5240840	3-207.10 & 4-016	5240840	main	ACT	RSR	4	1	1	1995	1.01	R.1	2	0	0.25	0.25	0.25	1A1 (Z1, A')	70.16	1543406	1987	1	M	Z1	1	1053
Matej	Brešar	8721	avtor	08721/5241608	3-207.10 & 4-016	5241608	main	ACT	RSR	4	1	1	1996	1.01	R.1	1	1	0.0	0.0	0.0	1A4 (Z1)	32.0	1543408	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/5243656	3-207.10 & 4-016	5243656	main	ACT	RSR	4	1	1	1996	1.01	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	1543409	1987	1	M	Z2	NA	1053
Matej	Brešar	8721	avtor	08721/8511321	3-207.10 & 4-016	8511321	main	ACT	RSR	4	1	1	1998	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A3 (Z1)	22.05	1543410	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/7995737	3-207.10 & 4-016	7995737	main	ACT	RSR	4	1	1	1998	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A3 (Z1)	20.7	1543413	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/8360025	3-207.10 & 4-016	8360025	main	ACT	RSR	4	1	1	1998	1.01	R.1	2	0	0.25	0.25	0.25	1A3 (Z1)	31.05	1543416	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/8274265	3-207.10 & 4-016	8274265	main	ACT	RSR	4	1	1	1998	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	77.54	1543418	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/7995481	3-207.10 & 4-016	7995481	main	ACT	RSR	4	1	1	1998	1.01	R.1	1	1	0.0	0.0	0.0	1A2 (Z1)	82.5	1543419	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/8807001	3-207.10 & 4-016	8807001	main	ACT	RSR	4	1	1	1999	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A2 (Z1)	29.98	1543421	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/10453593	3-207.10 & 4-016	10453593	main	ACT	RSR	4	1	1	2000	1.01	R.1	4	0	0.0625	0.1875	0.1875	1A3 (Z1)	15.84	1543424	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/10917209	3-207.10 & 4-016	10917209	main	ACT	RSR	4	1	1	2000	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1C (Z2)	10.0	1543428	1987	1	M	Z2	NA	1053
Matej	Brešar	8721	avtor	08721/9765977	3-207.10 & 4-016	9765977	main	ACT	RSR	4	1	1	2000	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A3 (Z1)	24.47	1543431	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/9868633	3-207.10 & 4-016	9868633	main	ACT	RSR	4	1	1	2000	1.01	R.1	2	0	0.5	0.0	0.0	1A4 (Z1)	26.63	1543433	1987	1	M	Z1	NA	1053
Maja	Fošner	20272	avtor	20272/9868633	3-207.10	9868633	main	ACT	RSR	NA	1	1	2000	1.01	R.1	2	0	0.5	0.0	0.0	1A4 (Z1)	26.63	1543434	1999	1	F	Z1	NA	2
Matej	Brešar	8721	avtor	08721/10454105	3-207.10 & 4-016	10454105	main	ACT	RSR	4	1	1	2000	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	43.37	1543436	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/10648409	3-207.10 & 4-016	10648409	main	ACT	RSR	4	1	1	2001	1.01	R.1	2	0	0.25	0.25	0.25	1A2 (Z1)	48.58	1543438	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/10648921	3-207.10 & 4-016	10648921	main	ACT	RSR	4	1	1	2001	1.01	R.1	4	0	0.0625	0.1875	0.1875	1A2 (Z1)	22.93	1543440	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/10732121	3-207.10 & 4-016	10732121	main	ACT	RSR	4	1	1	2001	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A4 (Z1)	16.91	1543444	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/10783833	3-207.10 & 4-016	10783833	main	ACT	RSR	4	1	1	2001	1.01	R.1	2	0	0.25	0.25	0.25	1A3 (Z1)	40.0	1543446	1987	1	M	Z1	NA	1053
Matej	Brešar	8721	avtor	08721/11138568	3-207.10 & 4-016	11138568	main	ACT	RSR	4	1	1	2001	1.01	R.1	3	0	0.333333333333333	0.0	0.0	1A3 (Z1)	26.67	1543448	1987	1	M	Z1	NA	1053
