SICRISid,FNAME,LNAME,FIELD,SUBFIELD,COBISSid,EvalPoints,TypeDesc,PubYear,Role
15839,Anamarija,Borštnik Bračič,01,06,6216265,1,monograph,2005,avtor
15839,Anamarija,Borštnik Bračič,01,06,6216521,2,monograph,2002,avtor
15839,Anamarija,Borštnik Bračič,01,06,9857307,1,article,2006,avtor
15839,Anamarija,Borštnik Bračič,01,06,10007835,13.33,article,2007,avtor
15839,Anamarija,Borštnik Bračič,01,06,10026267,0.67,article,2007,avtor
15839,Anamarija,Borštnik Bračič,01,06,10146843,0.67,article,2007,avtor
15839,Anamarija,Borštnik Bračič,01,06,10226715,8.33,article,2007,avtor
15839,Anamarija,Borštnik Bračič,01,06,10227227,0.67,article,2007,avtor
15839,Anamarija,Borštnik Bračič,01,06,10980891,29.02,article,2009,avtor
15839,Anamarija,Borštnik Bračič,01,06,11834651,8.33,article,2011,avtor
15839,Anamarija,Borštnik Bračič,01,06,11984667,0.29,article,2011,avtor
15839,Anamarija,Borštnik Bračič,01,06,12005915,0.67,article,2011,avtor
15839,Anamarija,Borštnik Bračič,01,06,12583719,85,article,1997,avtor
15839,Anamarija,Borštnik Bračič,01,06,12710886,10,monograph,2002,avtor
15839,Anamarija,Borštnik Bračič,01,06,17264935,0.5,article,2002,avtor
15839,Anamarija,Borštnik Bračič,01,06,31432797,19.73,article,2012,avtor
15839,Anamarija,Borštnik Bračič,01,06,112974592,16.67,monograph,2001,avtor
15839,Anamarija,Borštnik Bračič,01,06,234688000,0.9,monograph,2007,
15839,Anamarija,Borštnik Bračič,01,06,512071102,0.5,monograph,2011,somentor
9007,Samo,Božič,01,00,1752700,5,article,2011,avtor
9007,Samo,Božič,01,00,2370940,0.5,article,2015,avtor
9007,Samo,Božič,01,00,2378364,1.67,article,2015,avtor
9007,Samo,Božič,01,00,3045915,10,monograph,1980,avtor
9007,Samo,Božič,01,00,5692699,2,monograph,1977,avtor
9007,Samo,Božič,01,00,9734144,1,monograph,1980,avtor
9007,Samo,Božič,01,00,46033923,1,monograph,2020,mentor
9007,Samo,Božič,01,00,58249219,1,monograph,2021,mentor
9007,Samo,Božič,01,00,65233667,1,monograph,2021,mentor
9007,Samo,Božič,01,00,65763331,1,monograph,2021,mentor
9007,Samo,Božič,01,00,74201859,1,monograph,2021,mentor
9007,Samo,Božič,01,00,82123523,1,monograph,2021,mentor
9007,Samo,Božič,01,00,82206723,1,monograph,2021,mentor
9007,Samo,Božič,01,00,82750211,1,monograph,2021,mentor
9007,Samo,Božič,01,00,82769411,1,monograph,2021,mentor
9007,Samo,Božič,01,00,82775555,1,monograph,2021,mentor
9007,Samo,Božič,01,00,87631363,1,monograph,2021,mentor
9007,Samo,Božič,01,00,512083565,1,monograph,2003,mentor
9007,Samo,Božič,01,00,512144749,1,monograph,2003,mentor
9007,Samo,Božič,01,00,512156269,1,monograph,2004,mentor
9007,Samo,Božič,01,00,512156525,0.5,monograph,2004,somentor
9007,Samo,Božič,01,00,512168301,1,monograph,2004,mentor
9007,Samo,Božič,01,00,512171117,1,monograph,2004,mentor
9007,Samo,Božič,01,00,512191341,1,monograph,2004,mentor
9007,Samo,Božič,01,00,512199533,0.5,monograph,2005,somentor
9007,Samo,Božič,01,00,512237677,1,monograph,2005,mentor
9007,Samo,Božič,01,00,512318829,1,monograph,2007,mentor
9007,Samo,Božič,01,00,512343405,1,monograph,2008,mentor
9007,Samo,Božič,01,00,512343917,1,monograph,2008,mentor
9007,Samo,Božič,01,00,512349037,1,monograph,2008,mentor
9007,Samo,Božič,01,00,512350829,1,monograph,2008,mentor
9007,Samo,Božič,01,00,512351085,1,monograph,2008,mentor
9007,Samo,Božič,01,00,512361069,1,monograph,2008,mentor
9007,Samo,Božič,01,00,512361581,1,monograph,2008,mentor
9007,Samo,Božič,01,00,512373613,1,monograph,2009,mentor
9007,Samo,Božič,01,00,512374381,1,monograph,2009,mentor
9007,Samo,Božič,01,00,512383853,1,monograph,2009,mentor
9007,Samo,Božič,01,00,512384365,1,monograph,2009,mentor
9007,Samo,Božič,01,00,512394093,1,monograph,2009,mentor
9007,Samo,Božič,01,00,512395117,0.5,monograph,2009,somentor
9007,Samo,Božič,01,00,512407917,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512409453,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512415085,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512415341,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512416621,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512431469,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512439917,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512443245,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512444525,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512446061,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512455789,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512456045,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512458093,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512458605,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512459373,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512459629,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512459885,1,monograph,2010,mentor
9007,Samo,Božič,01,00,512466285,1,monograph,2011,mentor
9007,Samo,Božič,01,00,512474221,1,monograph,2011,mentor
9007,Samo,Božič,01,00,512482157,1,monograph,2011,mentor
9007,Samo,Božič,01,00,512482413,1,monograph,2011,mentor
9007,Samo,Božič,01,00,512494445,1,monograph,2011,mentor
9007,Samo,Božič,01,00,512510573,1,monograph,2011,mentor
9007,Samo,Božič,01,00,512521325,1,monograph,2011,mentor
9007,Samo,Božič,01,00,512538221,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512538477,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512539245,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512539501,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512542317,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512542573,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512542829,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512543085,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512543341,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512543853,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512544109,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512558957,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512559213,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512567405,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512574573,0.5,monograph,2012,somentor
9007,Samo,Božič,01,00,512574829,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512583277,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512584045,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512593005,1,monograph,2012,mentor
9007,Samo,Božič,01,00,512593261,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512593517,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512594029,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512596845,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512597101,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512597357,0.5,monograph,2013,somentor
9007,Samo,Božič,01,00,512602733,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512625517,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512633709,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512634221,1,monograph,2013,mentor
9007,Samo,Božič,01,00,512644461,1,monograph,2014,mentor
9007,Samo,Božič,01,00,512654189,1,monograph,2014,mentor
9007,Samo,Božič,01,00,512657517,1,monograph,2014,mentor
9007,Samo,Božič,01,00,512658029,1,monograph,2014,mentor
9007,Samo,Božič,01,00,512668781,1,monograph,2015,mentor
9007,Samo,Božič,01,00,512684909,1,monograph,2015,mentor
9007,Samo,Božič,01,00,512690797,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512699757,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512700781,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512701037,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512701549,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512704365,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512704621,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512704877,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512705645,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512712813,1,monograph,2016,mentor
9007,Samo,Božič,01,00,512720237,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512720493,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512720749,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512721005,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512726125,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512726381,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512726637,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512729197,0.5,monograph,2017,somentor
9007,Samo,Božič,01,00,512732781,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512733293,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512733549,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512734061,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512734829,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512736365,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512736621,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512737133,1,monograph,2017,mentor
9007,Samo,Božič,01,00,512737901,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512738413,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512738669,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512741741,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512741997,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512744301,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512744557,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512746349,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512749677,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512749933,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512755053,1,monograph,2018,mentor
9007,Samo,Božič,01,00,512755309,1,monograph,2019,mentor
9007,Samo,Božič,01,00,512759661,1,monograph,2019,mentor
9007,Samo,Božič,01,00,512766061,1,monograph,2019,mentor
9007,Samo,Božič,01,00,512767597,0.5,monograph,2019,somentor
9007,Samo,Božič,01,00,512769901,1,monograph,2019,mentor
9007,Samo,Božič,01,00,512770157,1,monograph,2019,mentor
9007,Samo,Božič,01,00,512770413,1,monograph,2019,mentor
9007,Samo,Božič,01,00,512777837,1,monograph,2019,mentor
9007,Samo,Božič,01,00,512778093,1,monograph,2019,mentor
39519,Dragana,Božović,01,05,16786777,2.5,article,2013,avtor
39519,Dragana,Božović,01,05,16863833,5,article,2013,avtor
39519,Dragana,Božović,01,05,18445913,1,article,2018,avtor
39519,Dragana,Božović,01,05,18729049,1,article,2019,avtor
39519,Dragana,Božović,01,05,18957913,68.36,article,2020,avtor
39519,Dragana,Božović,01,05,20997142,0.5,article,2017,avtor
39519,Dragana,Božović,01,05,20998678,0.5,article,2017,avtor
39519,Dragana,Božović,01,05,21021206,0.5,monograph,2017,avtor
39519,Dragana,Božović,01,05,21326614,5,article,2018,avtor
39519,Dragana,Božović,01,05,21560072,10,monograph,2015,avtor
39519,Dragana,Božović,01,05,22093334,1,article,2018,avtor
39519,Dragana,Božović,01,05,22598678,1,monograph,2019,avtor
39519,Dragana,Božović,01,05,22770454,0.5,article,2019,avtor
39519,Dragana,Božović,01,05,39788035,20,monograph,2020,avtor
39519,Dragana,Božović,01,05,49134595,34.49,article,2021,avtor
39519,Dragana,Božović,01,05,96922625,0,monograph,2019,
19511,Janko,Bračič,01,01,664671,0.4,article,2006,avtor
19511,Janko,Bračič,01,01,1736031,0.5,monograph,2018,somentor
19511,Janko,Bračič,01,01,3030299,30,article,1999,avtor
19511,Janko,Bračič,01,01,3377241,2,monograph,1988,avtor
19511,Janko,Bračič,01,01,6757209,10,monograph,1996,avtor
19511,Janko,Bračič,01,01,7003225,30,article,1996,avtor
19511,Janko,Bračič,01,01,8197209,30,article,1998,avtor
19511,Janko,Bračič,01,01,10252121,5,article,2000,avtor
19511,Janko,Bračič,01,01,11262041,20,monograph,2001,avtor
19511,Janko,Bračič,01,01,11456089,77.95,article,2002,avtor
19511,Janko,Bračič,01,01,11457625,30,article,2001,avtor
19511,Janko,Bračič,01,01,11880793,30,article,2002,avtor
19511,Janko,Bračič,01,01,12015449,5,article,2002,avtor
19511,Janko,Bračič,01,01,12291417,40,article,2002,avtor
19511,Janko,Bračič,01,01,12594009,60.65,article,2003,avtor
19511,Janko,Bračič,01,01,13089369,1,monograph,2004,mentor
19511,Janko,Bračič,01,01,13097305,5,article,2004,avtor
19511,Janko,Bračič,01,01,13284953,30,article,2004,avtor
19511,Janko,Bračič,01,01,13426521,5,article,2004,avtor
19511,Janko,Bračič,01,01,13730137,5,article,2005,avtor
19511,Janko,Bračič,01,01,13738329,5,article,2005,avtor
19511,Janko,Bračič,01,01,13821529,3,monograph,2005,mentor
19511,Janko,Bračič,01,01,13965401,2,article,2003,avtor
19511,Janko,Bračič,01,01,14067033,25,article,2006,avtor
19511,Janko,Bračič,01,01,14067289,40,article,2006,avtor
19511,Janko,Bračič,01,01,14118233,1,article,2006,avtor
19511,Janko,Bračič,01,01,14169945,80.8,article,2007,avtor
19511,Janko,Bračič,01,01,14288473,3,monograph,2007,mentor
19511,Janko,Bračič,01,01,14303321,5,article,2007,avtor
19511,Janko,Bračič,01,01,14330201,6.25,article,2007,avtor
19511,Janko,Bračič,01,01,14406745,5,article,2007,avtor
19511,Janko,Bračič,01,01,14408025,2,article,2007,avtor
19511,Janko,Bračič,01,01,14420569,39.75,article,2007,avtor
19511,Janko,Bračič,01,01,14447193,3,monograph,2007,mentor
19511,Janko,Bračič,01,01,14455129,5,article,2007,avtor
19511,Janko,Bračič,01,01,14493273,38.44,article,2007,avtor
19511,Janko,Bračič,01,01,14571353,3,monograph,2008,mentor
19511,Janko,Bračič,01,01,14572121,3,monograph,2008,mentor
19511,Janko,Bračič,01,01,14649433,5,article,2008,avtor
19511,Janko,Bračič,01,01,14849625,5,article,2008,avtor
19511,Janko,Bračič,01,01,14849881,5,article,2008,avtor
19511,Janko,Bračič,01,01,14850137,5,article,2008,avtor
19511,Janko,Bračič,01,01,14850393,5,article,2008,avtor
19511,Janko,Bračič,01,01,14850649,5,article,2008,avtor
19511,Janko,Bračič,01,01,14850905,5,article,2008,avtor
19511,Janko,Bračič,01,01,14851161,5,article,2008,avtor
19511,Janko,Bračič,01,01,14851417,5,article,2008,avtor
19511,Janko,Bračič,01,01,14851673,5,article,2008,avtor
19511,Janko,Bračič,01,01,14851929,5,article,2008,avtor
19511,Janko,Bračič,01,01,14852185,5,article,2008,avtor
19511,Janko,Bračič,01,01,14852441,5,article,2008,avtor
19511,Janko,Bračič,01,01,14852697,5,article,2008,avtor
19511,Janko,Bračič,01,01,14965593,12,article,2008,avtor
19511,Janko,Bračič,01,01,14977369,45.98,article,2009,avtor
19511,Janko,Bračič,01,01,15268697,40.43,article,2009,avtor
19511,Janko,Bračič,01,01,15295833,2.5,article,2009,avtor
19511,Janko,Bračič,01,01,15320153,1,monograph,2009,mentor
19511,Janko,Bračič,01,01,15342937,100,article,2009,avtor
19511,Janko,Bračič,01,01,15348057,15.86,article,2010,avtor
19511,Janko,Bračič,01,01,15380569,5,article,2008,avtor
19511,Janko,Bračič,01,01,15450969,5,article,2008,avtor
19511,Janko,Bračič,01,01,15451225,5,article,2008,avtor
19511,Janko,Bračič,01,01,15451481,5,article,2008,avtor
19511,Janko,Bračič,01,01,15451737,5,article,2008,avtor
19511,Janko,Bračič,01,01,15451993,5,article,2008,avtor
19511,Janko,Bračič,01,01,15452505,5,article,2009,avtor
19511,Janko,Bračič,01,01,15452761,5,article,2009,avtor
19511,Janko,Bračič,01,01,15453017,5,article,2009,avtor
19511,Janko,Bračič,01,01,15453273,5,article,2009,avtor
19511,Janko,Bračič,01,01,15453529,5,article,2009,avtor
19511,Janko,Bračič,01,01,15456345,5,article,2009,avtor
19511,Janko,Bračič,01,01,15456601,5,article,2009,avtor
19511,Janko,Bračič,01,01,15456857,5,article,2009,avtor
19511,Janko,Bračič,01,01,15457625,5,article,2009,avtor
19511,Janko,Bračič,01,01,15457881,5,article,2009,avtor
19511,Janko,Bračič,01,01,15458137,5,article,2009,avtor
19511,Janko,Bračič,01,01,15458393,5,article,2009,avtor
19511,Janko,Bračič,01,01,15458649,5,article,2009,avtor
19511,Janko,Bračič,01,01,15458905,5,article,2009,avtor
19511,Janko,Bračič,01,01,15459161,5,article,2009,avtor
19511,Janko,Bračič,01,01,15459417,5,article,2009,avtor
19511,Janko,Bračič,01,01,15459673,5,article,2009,avtor
19511,Janko,Bračič,01,01,15459929,5,article,2009,avtor
19511,Janko,Bračič,01,01,15460185,5,article,2009,avtor
19511,Janko,Bračič,01,01,15460441,5,article,2009,avtor
19511,Janko,Bračič,01,01,15460697,5,article,2009,avtor
19511,Janko,Bračič,01,01,15460953,5,article,2009,avtor
19511,Janko,Bračič,01,01,15461209,5,article,2009,avtor
19511,Janko,Bračič,01,01,15461465,5,article,2009,avtor
19511,Janko,Bračič,01,01,15461721,5,article,2009,avtor
19511,Janko,Bračič,01,01,15461977,5,article,2009,avtor
19511,Janko,Bračič,01,01,15462233,5,article,2009,avtor
19511,Janko,Bračič,01,01,15462489,5,article,2009,avtor
19511,Janko,Bračič,01,01,15462745,5,article,2009,avtor
19511,Janko,Bračič,01,01,15463001,5,article,2009,avtor
19511,Janko,Bračič,01,01,15463513,5,article,2009,avtor
19511,Janko,Bračič,01,01,15463769,5,article,2009,avtor
19511,Janko,Bračič,01,01,15464025,5,article,2009,avtor
19511,Janko,Bračič,01,01,15464281,5,article,2009,avtor
19511,Janko,Bračič,01,01,15464537,5,article,2010,avtor
19511,Janko,Bračič,01,01,15536217,2,article,2010,avtor
19511,Janko,Bračič,01,01,15608921,21.8,article,2010,avtor
19511,Janko,Bračič,01,01,15690329,2,article,2010,avtor
19511,Janko,Bračič,01,01,15745881,18.15,article,2010,avtor
19511,Janko,Bračič,01,01,15820377,27.86,article,2011,avtor
19511,Janko,Bračič,01,01,15945561,1,article,2011,avtor
19511,Janko,Bračič,01,01,15952473,5,article,2011,avtor
19511,Janko,Bračič,01,01,15974745,5,article,2011,avtor
19511,Janko,Bračič,01,01,15975001,5,article,2010,avtor
19511,Janko,Bračič,01,01,15975257,5,article,2010,avtor
19511,Janko,Bračič,01,01,15975513,5,article,2011,avtor
19511,Janko,Bračič,01,01,15975769,5,article,2011,avtor
19511,Janko,Bračič,01,01,15976025,5,article,2011,avtor
19511,Janko,Bračič,01,01,15976537,5,article,2011,avtor
19511,Janko,Bračič,01,01,15976793,5,article,2011,avtor
19511,Janko,Bračič,01,01,15977049,5,article,2011,avtor
19511,Janko,Bračič,01,01,16004697,5,article,2011,avtor
19511,Janko,Bračič,01,01,16039769,2,article,2011,avtor
19511,Janko,Bračič,01,01,16162393,5,article,2011,avtor
19511,Janko,Bračič,01,01,16162649,5,article,2010,avtor
19511,Janko,Bračič,01,01,16162905,5,article,2010,avtor
19511,Janko,Bračič,01,01,16163161,5,article,2010,avtor
19511,Janko,Bračič,01,01,16163417,5,article,2010,avtor
19511,Janko,Bračič,01,01,16163673,5,article,2010,avtor
19511,Janko,Bračič,01,01,16163929,5,article,2010,avtor
19511,Janko,Bračič,01,01,16164185,5,article,2010,avtor
19511,Janko,Bračič,01,01,16164441,5,article,2011,avtor
19511,Janko,Bračič,01,01,16164697,5,article,2011,avtor
19511,Janko,Bračič,01,01,16164953,5,article,2011,avtor
19511,Janko,Bračič,01,01,16165209,5,article,2011,avtor
19511,Janko,Bračič,01,01,16165465,5,article,2010,avtor
19511,Janko,Bračič,01,01,16165721,5,article,2010,avtor
19511,Janko,Bračič,01,01,16165977,5,article,2010,avtor
19511,Janko,Bračič,01,01,16166233,5,article,2010,avtor
19511,Janko,Bračič,01,01,16166489,5,article,2010,avtor
19511,Janko,Bračič,01,01,16166745,5,article,2011,avtor
19511,Janko,Bračič,01,01,16167001,5,article,2011,avtor
19511,Janko,Bračič,01,01,16167257,5,article,2011,avtor
19511,Janko,Bračič,01,01,16167513,5,article,2011,avtor
19511,Janko,Bračič,01,01,16167769,5,article,2011,avtor
19511,Janko,Bračič,01,01,16168025,5,article,2011,avtor
19511,Janko,Bračič,01,01,16168281,5,article,2011,avtor
19511,Janko,Bračič,01,01,16168537,5,article,2011,avtor
19511,Janko,Bračič,01,01,16168793,5,article,2011,avtor
19511,Janko,Bračič,01,01,16169817,5,article,2011,avtor
19511,Janko,Bračič,01,01,16170073,5,article,2011,avtor
19511,Janko,Bračič,01,01,16170329,5,article,2011,avtor
19511,Janko,Bračič,01,01,16170585,5,article,2011,avtor
19511,Janko,Bračič,01,01,16170841,5,article,2011,avtor
19511,Janko,Bračič,01,01,16171097,5,article,2011,avtor
19511,Janko,Bračič,01,01,16171353,5,article,2011,avtor
19511,Janko,Bračič,01,01,16171609,5,article,2011,avtor
19511,Janko,Bračič,01,01,16171865,5,article,2011,avtor
19511,Janko,Bračič,01,01,16172121,5,article,2011,avtor
19511,Janko,Bračič,01,01,16172633,5,article,2011,avtor
19511,Janko,Bračič,01,01,16172889,5,article,2011,avtor
19511,Janko,Bračič,01,01,16173145,5,article,2011,avtor
19511,Janko,Bračič,01,01,16173401,5,article,2011,avtor
19511,Janko,Bračič,01,01,16173657,5,article,2011,avtor
19511,Janko,Bračič,01,01,16173913,5,article,2011,avtor
19511,Janko,Bračič,01,01,16174169,5,article,2011,avtor
19511,Janko,Bračič,01,01,16174425,5,article,2011,avtor
19511,Janko,Bračič,01,01,16174937,5,article,2011,avtor
19511,Janko,Bračič,01,01,16175193,5,article,2011,avtor
19511,Janko,Bračič,01,01,16175449,5,article,2011,avtor
19511,Janko,Bračič,01,01,16175705,5,article,2011,avtor
19511,Janko,Bračič,01,01,16175961,5,article,2011,avtor
19511,Janko,Bračič,01,01,16176217,5,article,2011,avtor
19511,Janko,Bračič,01,01,16176473,5,article,2011,avtor
19511,Janko,Bračič,01,01,16176729,5,article,2011,avtor
19511,Janko,Bračič,01,01,16176985,5,article,2011,avtor
19511,Janko,Bračič,01,01,16177241,5,article,2011,avtor
19511,Janko,Bračič,01,01,16177497,5,article,2011,avtor
19511,Janko,Bračič,01,01,16476249,5,article,2011,avtor
19511,Janko,Bračič,01,01,16476505,5,article,2011,avtor
19511,Janko,Bračič,01,01,16476761,5,article,2011,avtor
19511,Janko,Bračič,01,01,16477017,5,article,2011,avtor
19511,Janko,Bračič,01,01,16477273,5,article,2012,avtor
19511,Janko,Bračič,01,01,16477529,5,article,2012,avtor
19511,Janko,Bračič,01,01,16477785,5,article,2012,avtor
19511,Janko,Bračič,01,01,16478041,5,article,2012,avtor
19511,Janko,Bračič,01,01,16528985,5,article,2012,avtor
19511,Janko,Bračič,01,01,16529241,5,article,2012,avtor
19511,Janko,Bračič,01,01,16529497,5,article,2012,avtor
19511,Janko,Bračič,01,01,16529753,5,article,2012,avtor
19511,Janko,Bračič,01,01,16530009,5,article,2011,avtor
19511,Janko,Bračič,01,01,16530265,5,article,2012,avtor
19511,Janko,Bračič,01,01,16530521,5,article,2012,avtor
19511,Janko,Bračič,01,01,16530777,5,article,2012,avtor
19511,Janko,Bračič,01,01,16531033,5,article,2012,avtor
19511,Janko,Bračič,01,01,16531289,5,article,2012,avtor
19511,Janko,Bračič,01,01,16531545,5,article,2012,avtor
19511,Janko,Bračič,01,01,16531801,5,article,2012,avtor
19511,Janko,Bračič,01,01,16532057,5,article,2012,avtor
19511,Janko,Bračič,01,01,16532313,5,article,2012,avtor
19511,Janko,Bračič,01,01,16532569,5,article,2012,avtor
19511,Janko,Bračič,01,01,16532825,5,article,2012,avtor
19511,Janko,Bračič,01,01,16533081,5,article,2012,avtor
19511,Janko,Bračič,01,01,16533337,5,article,2012,avtor
19511,Janko,Bračič,01,01,16533593,5,article,2012,avtor
19511,Janko,Bračič,01,01,16533849,5,article,2012,avtor
19511,Janko,Bračič,01,01,16534105,5,article,2012,avtor
19511,Janko,Bračič,01,01,16534361,5,article,2012,avtor
19511,Janko,Bračič,01,01,16556377,32.88,article,2013,avtor
19511,Janko,Bračič,01,01,16559193,1,performedwork,2012,avtor
19511,Janko,Bračič,01,01,16662105,30.64,article,2013,avtor
19511,Janko,Bračič,01,01,16663385,26.67,article,2011,avtor
19511,Janko,Bračič,01,01,16697945,0.4,article,2009,avtor
19511,Janko,Bračič,01,01,16729689,2.5,article,2013,avtor
19511,Janko,Bračič,01,01,16871769,5,article,2013,avtor
19511,Janko,Bračič,01,01,16872025,5,article,2013,avtor
19511,Janko,Bračič,01,01,16872281,5,article,2013,avtor
19511,Janko,Bračič,01,01,16872537,5,article,2013,avtor
19511,Janko,Bračič,01,01,16872793,5,article,2013,avtor
19511,Janko,Bračič,01,01,16873049,5,article,2013,avtor
19511,Janko,Bračič,01,01,16873305,5,article,2013,avtor
19511,Janko,Bračič,01,01,16873561,5,article,2013,avtor
19511,Janko,Bračič,01,01,16873817,5,article,2013,avtor
19511,Janko,Bračič,01,01,16874073,5,article,2013,avtor
19511,Janko,Bračič,01,01,16874329,5,article,2013,avtor
19511,Janko,Bračič,01,01,16874585,5,article,2013,avtor
19511,Janko,Bračič,01,01,16874841,5,article,2013,avtor
19511,Janko,Bračič,01,01,16875097,5,article,2013,avtor
19511,Janko,Bračič,01,01,16875353,5,article,2013,avtor
19511,Janko,Bračič,01,01,16875609,5,article,2013,avtor
19511,Janko,Bračič,01,01,16876633,5,article,2014,avtor
19511,Janko,Bračič,01,01,16876889,5,article,2013,avtor
19511,Janko,Bračič,01,01,16877145,5,article,2014,avtor
19511,Janko,Bračič,01,01,16877401,5,article,2014,avtor
19511,Janko,Bračič,01,01,16915545,5,monograph,2014,mentor
19511,Janko,Bračič,01,01,16944985,1,monograph,2013,mentor
19511,Janko,Bračič,01,01,16984921,5,article,2013,avtor
19511,Janko,Bračič,01,01,16985177,5,article,2013,avtor
19511,Janko,Bračič,01,01,16985433,5,article,2013,avtor
19511,Janko,Bračič,01,01,16985689,5,article,2014,avtor
19511,Janko,Bračič,01,01,16985945,5,article,2014,avtor
19511,Janko,Bračič,01,01,16986201,5,article,2014,avtor
19511,Janko,Bračič,01,01,17089113,53.52,article,2014,avtor
19511,Janko,Bračič,01,01,17261401,20,article,2015,avtor
19511,Janko,Bračič,01,01,17381721,5,article,2015,avtor
19511,Janko,Bračič,01,01,17381977,5,article,2015,avtor
19511,Janko,Bračič,01,01,17382233,5,article,2014,avtor
19511,Janko,Bračič,01,01,17382489,5,article,2014,avtor
19511,Janko,Bračič,01,01,17382745,5,article,2015,avtor
19511,Janko,Bračič,01,01,17383001,5,article,2015,avtor
19511,Janko,Bračič,01,01,17383257,5,article,2014,avtor
19511,Janko,Bračič,01,01,17383513,5,article,2015,avtor
19511,Janko,Bračič,01,01,17383769,5,article,2015,avtor
19511,Janko,Bračič,01,01,17384025,5,article,2015,avtor
19511,Janko,Bračič,01,01,17384281,5,article,2015,avtor
19511,Janko,Bračič,01,01,17384537,5,article,2015,avtor
19511,Janko,Bračič,01,01,17384793,5,article,2014,avtor
19511,Janko,Bračič,01,01,17385049,5,article,2014,avtor
19511,Janko,Bračič,01,01,17385305,5,article,2014,avtor
19511,Janko,Bračič,01,01,17385561,5,article,2015,avtor
19511,Janko,Bračič,01,01,17385817,5,article,2015,avtor
