SICRISid,FNAME,LNAME,FIELD,SUBFIELD,COBISSid,EvalPoints,TypeDesc,PubYear,Role
15530,Sergej M.,Ageev,01,02,7005785,10,article,1996,avtor
15530,Sergej M.,Ageev,01,02,7006041,6.67,article,1996,avtor
15530,Sergej M.,Ageev,01,02,7102809,2.5,article,1997,avtor
15530,Sergej M.,Ageev,01,02,7103321,2.5,article,1997,avtor
15530,Sergej M.,Ageev,01,02,7316569,1.25,article,1997,avtor
15530,Sergej M.,Ageev,01,02,7319897,1.67,article,1997,avtor
15530,Sergej M.,Ageev,01,02,8413785,15.96,article,1998,avtor
15530,Sergej M.,Ageev,01,02,8442457,26.38,article,1998,avtor
15530,Sergej M.,Ageev,01,02,8751449,38.4,article,1998,avtor
15530,Sergej M.,Ageev,01,02,8871513,5,article,1998,avtor
15530,Sergej M.,Ageev,01,02,8908889,25.07,article,1999,avtor
15530,Sergej M.,Ageev,01,02,8909401,0,article,1998,avtor
15530,Sergej M.,Ageev,01,02,8981849,10,article,1999,avtor
15530,Sergej M.,Ageev,01,02,9661785,0,article,1999,avtor
15530,Sergej M.,Ageev,01,02,10085977,20,article,2000,avtor
15530,Sergej M.,Ageev,01,02,10337881,30.54,article,2000,avtor
15530,Sergej M.,Ageev,01,02,10403929,37.54,article,2001,avtor
15530,Sergej M.,Ageev,01,02,11520345,25.94,article,2002,avtor
15530,Sergej M.,Ageev,01,02,11912793,26.68,article,2002,avtor
15530,Sergej M.,Ageev,01,02,12003929,0,article,2002,avtor
15530,Sergej M.,Ageev,01,02,12005977,0,article,2002,avtor
15530,Sergej M.,Ageev,01,02,12486489,26.67,article,2003,avtor
15530,Sergej M.,Ageev,01,02,12667993,0,article,2003,avtor
15530,Sergej M.,Ageev,01,02,13172825,17.07,article,2004,avtor
15530,Sergej M.,Ageev,01,02,13174361,0,article,2004,avtor
15530,Sergej M.,Ageev,01,02,15194201,20,article,2009,avtor
15530,Sergej M.,Ageev,01,02,15539033,37.12,article,2010,avtor
15530,Sergej M.,Ageev,01,02,15546969,0,article,2010,avtor
15530,Sergej M.,Ageev,01,02,16225625,40,article,2012,avtor
15530,Sergej M.,Ageev,01,02,16514905,25.89,article,2012,avtor
15530,Sergej M.,Ageev,01,02,16515161,0,article,2012,avtor
15530,Sergej M.,Ageev,01,02,61831424,1.67,article,1996,avtor
53230,Danel,Ahman,01,00,18737753,20,monograph,2017,avtor
53230,Danel,Ahman,01,00,18739545,3.13,article,2019,avtor
53230,Danel,Ahman,01,00,18747225,13.33,article,2016,avtor
53230,Danel,Ahman,01,00,18747737,12.5,article,2016,avtor
53230,Danel,Ahman,01,00,18747993,5.71,article,2019,avtor
53230,Danel,Ahman,01,00,18749529,2.24,article,2019,avtor
53230,Danel,Ahman,01,00,18750297,40,article,2018,avtor
53230,Danel,Ahman,01,00,18750553,6.67,article,2018,avtor
53230,Danel,Ahman,01,00,18751065,12.5,article,2017,avtor
53230,Danel,Ahman,01,00,18827865,12.5,article,2019,avtor
53230,Danel,Ahman,01,00,18971481,12.5,article,2020,avtor
53230,Danel,Ahman,01,00,24920067,6.67,article,2020,avtor
53230,Danel,Ahman,01,00,45728771,20,article,2021,avtor
53230,Danel,Ahman,01,00,83902723,1,monograph,2021,somentor
53230,Danel,Ahman,01,00,87828995,0.5,article,2021,avtor
53230,Danel,Ahman,01,00,87829763,1,article,2021,avtor
53230,Danel,Ahman,01,00,87830531,0.67,article,2021,avtor
12066,Janez,Aleš,01,05,3530585,2,monograph,1990,avtor
12066,Janez,Aleš,01,05,3648857,10,monograph,1992,avtor
12066,Janez,Aleš,01,05,5022809,5,article,1989,avtor
12066,Janez,Aleš,01,05,5023065,5,article,1989,avtor
12066,Janez,Aleš,01,05,8360537,2,article,1990,avtor
12066,Janez,Aleš,01,05,8874073,2,article,1999,avtor
12066,Janez,Aleš,01,05,9741401,20,monograph,1999,avtor
12066,Janez,Aleš,01,05,14178393,20.42,article,2007,avtor
36412,Vesna,Andova,01,05,15894617,38.63,article,2011,avtor
36412,Vesna,Andova,01,05,16271449,29.83,article,2012,avtor
36412,Vesna,Andova,01,05,16552537,21.08,article,2012,avtor
36412,Vesna,Andova,01,05,16578649,4,article,2012,avtor
36412,Vesna,Andova,01,05,16579673,20,monograph,2013,avtor
36412,Vesna,Andova,01,05,16589913,26.35,article,2012,avtor
36412,Vesna,Andova,01,05,16662873,53.94,article,2013,avtor
36412,Vesna,Andova,01,05,16698969,10,article,2013,avtor
36412,Vesna,Andova,01,05,16970841,24.59,article,2014,avtor
36412,Vesna,Andova,01,05,17268825,6.67,article,2014,avtor
36412,Vesna,Andova,01,05,17269337,6.67,article,2014,avtor
36412,Vesna,Andova,01,05,17291353,53.18,article,2015,avtor
36412,Vesna,Andova,01,05,17291865,31.91,article,2015,avtor
36412,Vesna,Andova,01,05,17644633,33.13,article,2016,avtor
36412,Vesna,Andova,01,05,36169987,28.77,article,2020,avtor
36412,Vesna,Andova,01,05,38649347,34.18,article,2020,avtor
36412,Vesna,Andova,01,05,78477571,0,monograph,2021,
36412,Vesna,Andova,01,05,79271427,1.6,article,2021,avtor
36412,Vesna,Andova,01,05,89792515,28.77,article,2021,avtor
36412,Vesna,Andova,01,05,2048248083,16.76,article,2011,avtor
36412,Vesna,Andova,01,05,2048248339,23.18,article,2011,avtor
36412,Vesna,Andova,01,05,2048248595,57.95,article,2011,avtor
36412,Vesna,Andova,01,05,2048296194,6.67,article,2015,avtor
36412,Vesna,Andova,01,05,2048342291,8.33,article,2014,avtor
36412,Vesna,Andova,01,05,2048386835,26.67,article,2016,avtor
36412,Vesna,Andova,01,05,2048450323,39.14,article,2017,avtor
36412,Vesna,Andova,01,05,2048453651,0.67,article,2017,avtor
36412,Vesna,Andova,01,05,2048494611,18.44,article,2018,avtor
36412,Vesna,Andova,01,05,2048541203,29.71,article,2018,avtor
36412,Vesna,Andova,01,05,2048560147,29.71,article,2018,avtor
36412,Vesna,Andova,01,05,2048605715,0,monograph,2019,
36412,Vesna,Andova,01,05,2048606227,2,article,2019,avtor
26242,Goran,Andrašec,01,00,1826147,25,article,2007,avtor
26242,Goran,Andrašec,01,00,1827683,1,performedwork,2007,avtor
26242,Goran,Andrašec,01,00,1851491,0.25,monograph,2008,avtor
26242,Goran,Andrašec,01,00,1890147,0.25,monograph,2008,avtor
26242,Goran,Andrašec,01,00,1891171,1,monograph,2008,avtor
26242,Goran,Andrašec,01,00,10869337,2,monograph,2001,avtor
26242,Goran,Andrašec,01,00,14852665,12.5,monograph,2007,avtor
26242,Goran,Andrašec,01,00,18138598,10,monograph,2008,avtor
26242,Goran,Andrašec,01,00,126172416,25,monograph,2003,avtor
26242,Goran,Andrašec,01,00,223943680,12.5,monograph,2006,avtor
34602,Iva,Antončič,01,00,7972169,2,monograph,2009,avtor
34602,Iva,Antončič,01,00,8903753,2,monograph,2011,avtor
34602,Iva,Antončič,01,00,1536726980,33.52,article,2015,avtor
34602,Iva,Antončič,01,00,1536907204,5,monograph,2014,
34602,Iva,Antončič,01,00,1538016452,39.84,article,2016,avtor
51879,Barbara,Arcet,01,01,20092424,2,monograph,2013,avtor
51879,Barbara,Arcet,01,01,20857091,45.57,article,2020,avtor
51879,Barbara,Arcet,01,01,23079702,22.32,article,2020,avtor
51879,Barbara,Arcet,01,01,23438344,10,monograph,2017,avtor
51879,Barbara,Arcet,01,01,68094211,68.36,article,2021,avtor
51879,Barbara,Arcet,01,01,97939969,2,article,2019,avtor
51879,Barbara,Arcet,01,01,98449153,1,performedwork,2019,avtor
51879,Barbara,Arcet,01,01,98449409,1,performedwork,2019,avtor
1588,Franc,Arh,01,06,1170130,0.5,monograph,1989,avtor
1588,Franc,Arh,01,06,2344777,0,monograph,1997,avtor
1588,Franc,Arh,01,06,5094886,1,monograph,1990,mentor
1588,Franc,Arh,01,06,5125606,1,monograph,1991,mentor
1588,Franc,Arh,01,06,5326310,1,monograph,1985,mentor
1588,Franc,Arh,01,06,5540582,1,monograph,1991,mentor
1588,Franc,Arh,01,06,6163686,1,monograph,1993,mentor
1588,Franc,Arh,01,06,6638822,1,monograph,1994,mentor
1588,Franc,Arh,01,06,7238886,1,monograph,1994,mentor
1588,Franc,Arh,01,06,7242541,5,article,1996,avtor
1588,Franc,Arh,01,06,7427558,1,monograph,1995,mentor
1588,Franc,Arh,01,06,7528422,1,monograph,1995,mentor
1588,Franc,Arh,01,06,7551718,1,monograph,1995,mentor
1588,Franc,Arh,01,06,7993830,1,monograph,1995,mentor
1588,Franc,Arh,01,06,8172518,1,monograph,1996,mentor
1588,Franc,Arh,01,06,8173798,1,monograph,1996,mentor
1588,Franc,Arh,01,06,8715494,1,monograph,1996,mentor
1588,Franc,Arh,01,06,9342438,1,monograph,1997,mentor
1588,Franc,Arh,01,06,9696998,1,monograph,1998,mentor
1588,Franc,Arh,01,06,9715430,1,monograph,1998,mentor
1588,Franc,Arh,01,06,10021606,1,monograph,1998,mentor
1588,Franc,Arh,01,06,10502630,1,monograph,1999,mentor
1588,Franc,Arh,01,06,20550656,0.33,monograph,1987,avtor
1588,Franc,Arh,01,06,34136576,10,monograph,1993,avtor
1588,Franc,Arh,01,06,38562304,5,monograph,1994,avtor
1588,Franc,Arh,01,06,62033152,2.5,article,1991,avtor
1588,Franc,Arh,01,06,65165568,0,monograph,1997,avtor
1588,Franc,Arh,01,06,65233664,25,monograph,1997,avtor
1588,Franc,Arh,01,06,70846464,0,monograph,1997,avtor
1588,Franc,Arh,01,06,73014784,0,monograph,1998,avtor
1588,Franc,Arh,01,06,79448576,0,monograph,1998,avtor
1588,Franc,Arh,01,06,79560704,0,monograph,1998,avtor
1588,Franc,Arh,01,06,80011008,0.33,monograph,1998,avtor
1588,Franc,Arh,01,06,105698560,0,monograph,2000,avtor
1588,Franc,Arh,01,06,110731264,0,monograph,2001,avtor
1588,Franc,Arh,01,06,110733312,0,monograph,2001,avtor
1588,Franc,Arh,01,06,112173824,10,monograph,2001,avtor
1588,Franc,Arh,01,06,116017920,0.33,monograph,2002,avtor
1588,Franc,Arh,01,06,119901440,10,monograph,2002,avtor
1588,Franc,Arh,01,06,128339968,0,monograph,2004,avtor
1588,Franc,Arh,01,06,219511808,25,monograph,2005,avtor
21307,Matej,Artač,01,03,2315860,2,monograph,2000,avtor
21307,Matej,Artač,01,03,2415956,2.5,article,2001,avtor
21307,Matej,Artač,01,03,2503764,8.33,article,2001,avtor
21307,Matej,Artač,01,03,2711380,12.5,article,2002,avtor
21307,Matej,Artač,01,03,2713172,1,article,2001,avtor
21307,Matej,Artač,01,03,2729044,8.33,article,2002,avtor
21307,Matej,Artač,01,03,3105620,13.33,article,2002,avtor
21307,Matej,Artač,01,03,3235668,1.25,article,2002,avtor
21307,Matej,Artač,01,03,3237972,2.5,article,2002,avtor
21307,Matej,Artač,01,03,3426644,10,monograph,2003,avtor
21307,Matej,Artač,01,03,3575380,10,article,2003,avtor
21307,Matej,Artač,01,03,4071508,12.5,article,2004,avtor
21307,Matej,Artač,01,03,4605268,6.25,article,2005,avtor
21307,Matej,Artač,01,03,4893268,6.25,article,2005,avtor
21307,Matej,Artač,01,03,5568596,20,monograph,2006,avtor
21307,Matej,Artač,01,03,6362465,1,article,2008,avtor
21307,Matej,Artač,01,03,9797972,11.21,article,2013,avtor
21307,Matej,Artač,01,03,24299815,6.67,article,2009,avtor
21307,Matej,Artač,01,03,24452647,0.83,article,2010,avtor
21307,Matej,Artač,01,03,24967719,10,article,2011,avtor
21307,Matej,Artač,01,03,26032679,0.22,article,2011,avtor
21307,Matej,Artač,01,03,29443367,1.04,article,2015,avtor
21307,Matej,Artač,01,03,29656615,4.17,article,2016,avtor
21307,Matej,Artač,01,03,29656871,5,article,2016,avtor
21307,Matej,Artač,01,03,30467111,4.17,article,2017,avtor
21307,Matej,Artač,01,03,30672935,5,article,2017,avtor
21307,Matej,Artač,01,03,216137728,2.78,monograph,2004,avtor
21307,Matej,Artač,01,03,235909632,2.78,monograph,2007,avtor
35352,Jernej,Azarija,01,05,9459796,2,monograph,2012,avtor
35352,Jernej,Azarija,01,05,14974553,0,article,2008,avtor
35352,Jernej,Azarija,01,05,15969113,0,article,2011,avtor
35352,Jernej,Azarija,01,05,16152153,0,article,2012,avtor
35352,Jernej,Azarija,01,05,16199513,17.73,article,2012,avtor
35352,Jernej,Azarija,01,05,16319065,0,article,2012,avtor
35352,Jernej,Azarija,01,05,16416345,0,article,2012,avtor
35352,Jernej,Azarija,01,05,16824409,74.71,article,2014,avtor
35352,Jernej,Azarija,01,05,16919897,0,article,2014,avtor
35352,Jernej,Azarija,01,05,17072217,0,article,2014,avtor
35352,Jernej,Azarija,01,05,17220697,17.66,article,2015,avtor
35352,Jernej,Azarija,01,05,17363801,47.37,article,2015,avtor
35352,Jernej,Azarija,01,05,17379417,63.5,article,2015,avtor
35352,Jernej,Azarija,01,05,17410393,20,article,2013,avtor
35352,Jernej,Azarija,01,05,17413977,18.44,article,2016,avtor
35352,Jernej,Azarija,01,05,17466457,53.3,article,2013,avtor
35352,Jernej,Azarija,01,05,17466713,53.58,article,2014,avtor
35352,Jernej,Azarija,01,05,17598809,10.8,article,2016,avtor
35352,Jernej,Azarija,01,05,17671513,20,monograph,2016,avtor
35352,Jernej,Azarija,01,05,17690713,11.37,article,2016,avtor
35352,Jernej,Azarija,01,05,17896281,28.13,article,2017,avtor
35352,Jernej,Azarija,01,05,18163545,22.64,article,2018,avtor
35352,Jernej,Azarija,01,05,18934873,29.9,article,2020,avtor
35352,Jernej,Azarija,01,05,18935129,47.43,article,2018,avtor
6556,Robert,Bakula,01,01,3567961,2,monograph,1986,avtor
6556,Robert,Bakula,01,01,4871241,2.5,article,2002,avtor
6556,Robert,Bakula,01,01,7624281,1,monograph,1987,avtor
6556,Robert,Bakula,01,01,7854937,0.67,monograph,1988,avtor
6556,Robert,Bakula,01,01,7855705,1,monograph,1989,avtor
6556,Robert,Bakula,01,01,7856217,0.5,monograph,1991,avtor
6556,Robert,Bakula,01,01,10959961,20,monograph,1997,avtor
6556,Robert,Bakula,01,01,249177600,15,monograph,2009,
6556,Robert,Bakula,01,01,264740096,29,monograph,2012,
31193,Taras,Banakh,01,02,6472793,20,monograph,1996,avtor
31193,Taras,Banakh,01,02,12682841,30,monograph,2003,avtor
31193,Taras,Banakh,01,02,13739865,37.12,article,2005,avtor
31193,Taras,Banakh,01,02,14252121,30.25,article,2007,avtor
31193,Taras,Banakh,01,02,14693209,25.76,article,2008,avtor
31193,Taras,Banakh,01,02,15134553,26.95,article,2009,avtor
31193,Taras,Banakh,01,02,15144537,10,article,2006,avtor
31193,Taras,Banakh,01,02,15144793,10,article,2006,avtor
31193,Taras,Banakh,01,02,15155033,13.33,article,2009,avtor
31193,Taras,Banakh,01,02,15165529,20,article,2008,avtor
31193,Taras,Banakh,01,02,15182681,13.33,article,2008,avtor
31193,Taras,Banakh,01,02,15183193,20,article,2008,avtor
31193,Taras,Banakh,01,02,15183449,80,serial,,
31193,Taras,Banakh,01,02,15184473,24,article,2008,avtor
31193,Taras,Banakh,01,02,15184729,28.72,article,2008,avtor
31193,Taras,Banakh,01,02,15184985,10,article,2009,avtor
31193,Taras,Banakh,01,02,15187289,19.73,article,2008,avtor
31193,Taras,Banakh,01,02,15188057,28.36,article,2008,avtor
31193,Taras,Banakh,01,02,15189081,30.07,article,2008,avtor
31193,Taras,Banakh,01,02,15189593,13.33,article,2008,avtor
31193,Taras,Banakh,01,02,15198809,2.5,article,2007,avtor
31193,Taras,Banakh,01,02,15202137,15,article,2007,avtor
31193,Taras,Banakh,01,02,15202649,12.5,article,2007,avtor
31193,Taras,Banakh,01,02,15202905,15,article,2007,avtor
31193,Taras,Banakh,01,02,15203161,37.2,article,2007,avtor
31193,Taras,Banakh,01,02,15203673,13.33,article,2006,avtor
31193,Taras,Banakh,01,02,15204185,37.2,article,2007,avtor
31193,Taras,Banakh,01,02,15204697,2.5,article,2006,avtor
31193,Taras,Banakh,01,02,15205209,20,article,2006,avtor
31193,Taras,Banakh,01,02,15205465,20,article,2006,avtor
31193,Taras,Banakh,01,02,15212377,18.73,article,2006,avtor
31193,Taras,Banakh,01,02,15214681,20,article,2006,avtor
31193,Taras,Banakh,01,02,15215193,16.86,article,2006,avtor
31193,Taras,Banakh,01,02,15215961,13.33,article,2005,avtor
31193,Taras,Banakh,01,02,15216217,19.54,article,2005,avtor
31193,Taras,Banakh,01,02,15219033,20,article,2005,avtor
31193,Taras,Banakh,01,02,15219801,30,article,2005,avtor
31193,Taras,Banakh,01,02,15220569,7.5,article,2004,avtor
31193,Taras,Banakh,01,02,15221081,20,article,2004,avtor
31193,Taras,Banakh,01,02,15221337,10,article,2004,avtor
31193,Taras,Banakh,01,02,15222105,40,article,2004,avtor
31193,Taras,Banakh,01,02,15222361,8.33,article,2004,avtor
31193,Taras,Banakh,01,02,15222873,20,article,2004,avtor
31193,Taras,Banakh,01,02,15223129,13.33,article,2004,avtor
31193,Taras,Banakh,01,02,15223385,82.12,article,2004,avtor
31193,Taras,Banakh,01,02,15224409,15,article,2004,avtor
31193,Taras,Banakh,01,02,15225177,40.24,article,2004,avtor
31193,Taras,Banakh,01,02,15238233,13.33,article,2007,avtor
31193,Taras,Banakh,01,02,15238489,4,article,2007,avtor
31193,Taras,Banakh,01,02,15238745,15,article,2009,avtor
31193,Taras,Banakh,01,02,15262297,20,article,2009,avtor
31193,Taras,Banakh,01,02,15309401,31.94,article,2010,avtor
31193,Taras,Banakh,01,02,15309913,21.29,article,2010,avtor
31193,Taras,Banakh,01,02,15348313,14.59,article,2009,avtor
31193,Taras,Banakh,01,02,15390297,21.29,article,2010,avtor
31193,Taras,Banakh,01,02,15492697,27.29,article,2010,avtor
31193,Taras,Banakh,01,02,15496537,20,article,2009,avtor
31193,Taras,Banakh,01,02,15502681,31.94,article,2010,avtor
31193,Taras,Banakh,01,02,15502937,15.97,article,2010,avtor
31193,Taras,Banakh,01,02,15522393,47.05,article,2009,avtor
31193,Taras,Banakh,01,02,15522649,47.05,article,2009,avtor
31193,Taras,Banakh,01,02,15526233,31.37,article,2009,avtor
31193,Taras,Banakh,01,02,15532633,31.94,article,2010,avtor
31193,Taras,Banakh,01,02,15579225,10,article,2011,avtor
31193,Taras,Banakh,01,02,15615577,17.88,article,2010,avtor
31193,Taras,Banakh,01,02,15646553,20,article,2010,avtor
31193,Taras,Banakh,01,02,15646809,39.82,article,2010,avtor
31193,Taras,Banakh,01,02,15647065,41.04,article,2010,avtor
31193,Taras,Banakh,01,02,15647321,31.94,article,2010,avtor
31193,Taras,Banakh,01,02,15668057,20,article,2010,avtor
31193,Taras,Banakh,01,02,15701849,21.29,article,2010,avtor
31193,Taras,Banakh,01,02,15716441,13.33,article,2011,avtor
31193,Taras,Banakh,01,02,15737177,0.67,article,2010,avtor
31193,Taras,Banakh,01,02,15737433,1,article,2010,avtor
31193,Taras,Banakh,01,02,15737689,1,article,2010,avtor
31193,Taras,Banakh,01,02,15748441,21.36,article,2010,avtor
31193,Taras,Banakh,01,02,15748697,13.33,article,2010,avtor
31193,Taras,Banakh,01,02,15758937,18.82,article,2003,avtor
31193,Taras,Banakh,01,02,15759193,30.12,article,2003,avtor
31193,Taras,Banakh,01,02,15765593,56.47,article,2003,avtor
31193,Taras,Banakh,01,02,15765849,28.24,article,2003,avtor
31193,Taras,Banakh,01,02,15785817,20,article,2003,avtor
31193,Taras,Banakh,01,02,15787353,2.5,article,2009,avtor
31193,Taras,Banakh,01,02,15815001,20,article,2010,avtor
31193,Taras,Banakh,01,02,15815769,31.2,article,2010,avtor
31193,Taras,Banakh,01,02,15822169,24.96,article,2011,avtor
31193,Taras,Banakh,01,02,15830873,1,performedwork,2010,avtor
31193,Taras,Banakh,01,02,15832921,1,performedwork,2010,avtor
31193,Taras,Banakh,01,02,15834201,0.5,performedwork,2010,avtor
31193,Taras,Banakh,01,02,15834457,0.5,performedwork,2010,avtor
31193,Taras,Banakh,01,02,15834713,0.5,performedwork,2010,avtor
31193,Taras,Banakh,01,02,15834969,1,performedwork,2010,avtor
31193,Taras,Banakh,01,02,15837273,2.5,article,2010,avtor
31193,Taras,Banakh,01,02,15872601,24.53,article,2011,avtor
31193,Taras,Banakh,01,02,15886937,8.33,article,2007,avtor
31193,Taras,Banakh,01,02,15891033,20.45,article,2011,avtor
31193,Taras,Banakh,01,02,15909721,10.67,article,2010,avtor
31193,Taras,Banakh,01,02,15912793,1,article,2011,avtor
31193,Taras,Banakh,01,02,15913049,1,article,2011,avtor
31193,Taras,Banakh,01,02,15926617,13.33,article,2011,avtor
31193,Taras,Banakh,01,02,15927897,48.8,article,2011,avtor
31193,Taras,Banakh,01,02,15950681,23.89,article,2011,avtor
31193,Taras,Banakh,01,02,16035929,19.45,article,2011,avtor
31193,Taras,Banakh,01,02,16049497,41.8,article,2011,avtor
31193,Taras,Banakh,01,02,16052057,40,serial,,
31193,Taras,Banakh,01,02,16052313,2.5,article,2010,avtor
31193,Taras,Banakh,01,02,16052825,20,article,2011,avtor
31193,Taras,Banakh,01,02,16053593,36.85,article,2011,avtor
31193,Taras,Banakh,01,02,16082265,24.96,article,2011,avtor
31193,Taras,Banakh,01,02,16090969,13.33,article,2011,avtor
31193,Taras,Banakh,01,02,16118617,41.8,article,2011,avtor
31193,Taras,Banakh,01,02,16179801,40,article,2000,avtor
31193,Taras,Banakh,01,02,16183641,35.47,article,2000,avtor
31193,Taras,Banakh,01,02,16197465,40,article,2012,avtor
31193,Taras,Banakh,01,02,16199001,29.18,article,2011,avtor
31193,Taras,Banakh,01,02,16205145,35.47,article,2000,avtor
31193,Taras,Banakh,01,02,16207705,1,performedwork,2012,avtor
31193,Taras,Banakh,01,02,16210265,20,article,1997,avtor
31193,Taras,Banakh,01,02,16210521,79.47,article,1998,avtor
31193,Taras,Banakh,01,02,16210777,60,article,2002,avtor
31193,Taras,Banakh,01,02,16213337,30,article,1995,avtor
31193,Taras,Banakh,01,02,16213593,30,article,1995,avtor
31193,Taras,Banakh,01,02,16213849,10,article,2001,avtor
31193,Taras,Banakh,01,02,16215641,40,article,2001,avtor
31193,Taras,Banakh,01,02,16215897,41.07,article,2012,avtor
31193,Taras,Banakh,01,02,16223065,14.89,article,2001,avtor
31193,Taras,Banakh,01,02,16223321,13.33,article,2001,avtor
31193,Taras,Banakh,01,02,16223577,31.89,article,2001,avtor
31193,Taras,Banakh,01,02,16223833,60.49,article,2001,avtor
31193,Taras,Banakh,01,02,16224089,17.13,article,2002,avtor
31193,Taras,Banakh,01,02,16225881,40,article,2012,avtor
31193,Taras,Banakh,01,02,16280153,27.07,article,1998,avtor
31193,Taras,Banakh,01,02,16280409,12.53,article,1999,avtor
31193,Taras,Banakh,01,02,16281177,15,article,2000,avtor
31193,Taras,Banakh,01,02,16281433,30,article,2001,avtor
31193,Taras,Banakh,01,02,16281689,30,article,2001,avtor
31193,Taras,Banakh,01,02,16281945,30,article,2001,avtor
31193,Taras,Banakh,01,02,16282201,30,article,2002,avtor
31193,Taras,Banakh,01,02,16288601,26.67,article,2012,avtor
31193,Taras,Banakh,01,02,16289369,20,article,2012,avtor
31193,Taras,Banakh,01,02,16289625,19.03,article,2012,avtor
31193,Taras,Banakh,01,02,16290393,16.55,article,2012,avtor
31193,Taras,Banakh,01,02,16290649,1,performedwork,2009,avtor
31193,Taras,Banakh,01,02,16290905,1,performedwork,2011,avtor
31193,Taras,Banakh,01,02,16291161,1,performedwork,2009,avtor
31193,Taras,Banakh,01,02,16297561,26.67,article,2012,avtor
31193,Taras,Banakh,01,02,16311897,1,article,2012,avtor
31193,Taras,Banakh,01,02,16350553,10,serial,,
31193,Taras,Banakh,01,02,16354649,1.67,article,2004,avtor
31193,Taras,Banakh,01,02,16411481,1.67,article,2012,avtor
31193,Taras,Banakh,01,02,16418393,14.99,article,2012,avtor
31193,Taras,Banakh,01,02,16423769,0.67,article,2012,avtor
31193,Taras,Banakh,01,02,16424793,0.67,article,2012,avtor
31193,Taras,Banakh,01,02,16425049,1,article,2012,avtor
31193,Taras,Banakh,01,02,16425305,1,article,2012,avtor
31193,Taras,Banakh,01,02,16425817,0.67,article,2012,avtor
31193,Taras,Banakh,01,02,16426073,1,article,2012,avtor
31193,Taras,Banakh,01,02,16426585,0.67,article,2012,avtor
31193,Taras,Banakh,01,02,16426841,0.5,article,2012,avtor
31193,Taras,Banakh,01,02,16434265,20,article,2013,avtor
31193,Taras,Banakh,01,02,16435033,24.21,article,2013,avtor
31193,Taras,Banakh,01,02,16486745,40.32,article,2013,avtor
31193,Taras,Banakh,01,02,16534617,39.16,article,2012,avtor
31193,Taras,Banakh,01,02,16600921,20.16,article,2013,avtor
31193,Taras,Banakh,01,02,16623193,42.42,article,2013,avtor
31193,Taras,Banakh,01,02,16628825,20,article,2013,avtor
31193,Taras,Banakh,01,02,16631385,13.33,article,2013,avtor
31193,Taras,Banakh,01,02,16632665,1,performedwork,2013,avtor
31193,Taras,Banakh,01,02,16664665,20,article,2012,avtor
31193,Taras,Banakh,01,02,16665177,10,serial,,
31193,Taras,Banakh,01,02,16667993,2.5,article,2013,avtor
31193,Taras,Banakh,01,02,16668505,2,performedwork,2010,avtor
31193,Taras,Banakh,01,02,16727897,28.39,article,2013,avtor
31193,Taras,Banakh,01,02,16766809,34.44,article,2013,avtor
31193,Taras,Banakh,01,02,16767065,39.56,article,2013,avtor
31193,Taras,Banakh,01,02,16776793,16.13,article,2013,avtor
31193,Taras,Banakh,01,02,16790361,37.01,article,2014,avtor
31193,Taras,Banakh,01,02,16790617,24.67,article,2014,avtor
31193,Taras,Banakh,01,02,16807257,2,performedwork,2013,avtor
31193,Taras,Banakh,01,02,16809305,20.75,article,2013,avtor
31193,Taras,Banakh,01,02,16809561,20,article,2013,avtor
31193,Taras,Banakh,01,02,16810841,15,article,2013,avtor
31193,Taras,Banakh,01,02,16811097,20,article,2012,avtor
31193,Taras,Banakh,01,02,16811353,10,article,2012,avtor
31193,Taras,Banakh,01,02,16811865,15,article,2012,avtor
31193,Taras,Banakh,01,02,16812377,1.67,article,2012,avtor
31193,Taras,Banakh,01,02,16831577,1,performedwork,2013,avtor
31193,Taras,Banakh,01,02,16894297,18.51,article,2014,avtor
31193,Taras,Banakh,01,02,16943449,10,article,2013,avtor
31193,Taras,Banakh,01,02,16950787,66.75,article,2020,avtor
31193,Taras,Banakh,01,02,16970329,23.41,article,2014,avtor
31193,Taras,Banakh,01,02,16973657,20.64,article,2014,avtor
31193,Taras,Banakh,01,02,16975705,24.67,article,2014,avtor
31193,Taras,Banakh,01,02,16976217,24.67,article,2014,avtor
31193,Taras,Banakh,01,02,16997465,20.5,article,2014,avtor
31193,Taras,Banakh,01,02,17011033,15.43,article,2014,avtor
31193,Taras,Banakh,01,02,17047897,28.77,article,2014,avtor
31193,Taras,Banakh,01,02,17048409,2,article,2013,avtor
31193,Taras,Banakh,01,02,17058137,20,article,2000,avtor
31193,Taras,Banakh,01,02,17058393,40,article,2000,avtor
31193,Taras,Banakh,01,02,17058649,13.33,article,2000,avtor
31193,Taras,Banakh,01,02,17058905,40,article,2000,avtor
31193,Taras,Banakh,01,02,17145945,2,performedwork,2014,avtor
31193,Taras,Banakh,01,02,17147481,32.56,article,2015,avtor
31193,Taras,Banakh,01,02,17147737,32.56,article,2015,avtor
31193,Taras,Banakh,01,02,17193049,45.67,article,2014,avtor
31193,Taras,Banakh,01,02,17220441,41.13,article,2015,avtor
31193,Taras,Banakh,01,02,17310809,43.48,article,2015,avtor
31193,Taras,Banakh,01,02,17435993,18.16,article,2015,avtor
31193,Taras,Banakh,01,02,17450073,1.67,article,2014,avtor
31193,Taras,Banakh,01,02,17450329,20,article,2014,avtor
31193,Taras,Banakh,01,02,17450841,13.33,article,2014,avtor
